"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-14.2850078303713
8.065,-14.3730607295117
8.13,-14.4714005278411
8.195,-14.5815755576585
8.26,-14.7053607637087
8.325,-14.8447920246921
8.39,-15.002205109135
8.455,-15.1802794704879
8.52,-15.3820868128646
8.585,-15.6111438577773
8.65,-15.871467844052
8.715,-16.16763168332
8.78,-16.504812771731
8.845,-16.8888240525549
8.91,-17.3261057071089
8.975,-17.8236361597551
9.04,-18.3886825674928
9.105,-19.0282351566676
9.17,-19.7478218381966
9.235,-20.5491217434388
9.3,-21.4253290576803
9.365,-22.3526698163068
9.43,-23.2768194950121
9.495,-24.0977417562131
9.56,-24.6712385758601
9.625,-24.8591690049541
9.69,-24.6190930971525
9.755,-24.0388731198385
9.82,-23.269207421109
9.885,-22.441504971511
9.95,-21.6388567838382
10.015,-20.9042108950821
10.08,-20.2560876516485
10.145,-19.7002904999382
10.21,-19.2367659605641
10.275,-18.8632490496185
10.34,-18.5771142548337
10.405,-18.3762898821553
10.47,-18.2596973062136
10.535,-18.2274515075087
10.6,-18.2809382383833
10.665,-18.4228148123976
10.73,-18.6569329188195
10.795,-18.9881275700347
10.86,-19.4217255444734
10.925,-19.9624466599618
10.99,-20.6120030219359
11.055,-21.3639870905396
11.12,-22.1935052840302
11.185,-23.038431489792
11.25,-23.7745589863725
11.315,-24.2111220899631
11.38,-24.1642566749593
11.445,-23.596075967626
11.51,-22.6493809005502
11.575,-21.5246608347676
11.64,-20.3713848552769
11.705,-19.2703377947274
11.77,-18.256092216382
11.835,-17.3389996117408
11.9,-16.5183143226659
11.965,-15.7888242252908
12.03,-15.1439535317521
12.095,-14.577134347523
12.16,-14.082363777774
12.225,-13.6543882613794
12.29,-13.2887240182792
12.355,-12.9816117788265
12.42,-12.7299514993633
12.485,-12.5312376994021
12.55,-12.3835038608103
12.615,-12.2852781740289
12.68,-12.2355495255396
12.745,-12.2337403464173
12.81,-12.2796808430269
12.875,-12.3735765077339
12.94,-12.5159569242806
13.005,-12.7075877546867
13.07,-12.949317983131
13.135,-13.2418189281542
13.2,-13.5851475754821
13.265,-13.9780322045829
13.33,-14.4167351797966
13.395,-14.8933141743511
13.46,-15.3931411032068
13.525,-15.8918044799962
13.59,-16.3522978042976
13.655,-16.7248804313509
13.72,-16.9534068710441
13.785,-16.990339698109
13.85,-16.8153483147501
13.915,-16.4448287362432
13.98,-15.9242437252931
14.045,-15.309834721359
14.11,-14.6526591888373
14.175,-13.9912024741826
14.24,-13.3509305048086
14.305,-12.7469386028151
14.37,-12.1870959762031
14.435,-11.6746358808716
14.5,-11.2100012176803
14.565,-10.7920670197792
14.63,-10.4189166866617
14.695,-10.0883198137627
14.76,-9.79801645777562
14.825,-9.5458770267917
14.89,-9.32998185777126
14.955,-9.1486479717148
15.02,-9.00041986633249
15.085,-8.88403445179627
15.15,-8.79836595821935
15.215,-8.74235396503679
15.28,-8.71491610529391
15.345,-8.71484621452048
15.41,-8.74069864317896
15.475,-8.79066021050099
15.54,-8.86241306850238
15.605,-8.95299491032279
15.67,-9.05866786990552
15.735,-9.17481430071967
15.8,-9.29588593873664
15.865,-9.41544099705705
15.93,-9.52630775493275
15.995,-9.62090734646334
16.06,-9.69174637768957
16.125,-9.73204903243617
16.19,-9.73644527524399
16.255,-9.70158601096724
16.32,-9.62654383050695
16.385,-9.51289645246693
16.45,-9.36447127235587
16.515,-9.18682006684238
16.58,-8.98655344733515
16.645,-8.77067443729703
16.71,-8.54601685825515
16.775,-8.3188415433025
16.84,-8.09459560965569
16.905,-7.87780958442908
16.97,-7.67209496066635
17.035,-7.48020536851283
17.1,-7.30413153681859
17.165,-7.14520881980688
17.23,-7.00422368959902
17.295,-6.88151132508127
17.36,-6.77704026850331
17.425,-6.69048246266436
17.49,-6.62126828419294
17.555,-6.56862685116835
17.62,-6.53161221129651
17.685,-6.50911623462761
17.75,-6.49986931268016
17.815,-6.50243044225476
17.88,-6.51516906308657
17.945,-6.53624220648585
18.01,-6.56357210989436
18.075,-6.59483133669425
18.14,-6.62744426649353
18.205,-6.6586149469787
18.27,-6.68539079186649
18.335,-6.7047684299785
18.4,-6.71384144865513
18.465,-6.70998010541327
18.53,-6.69102215148998
18.595,-6.65544515331343
18.66,-6.60248812429474
18.725,-6.53219655256548
18.79,-6.44537947039324
18.855,-6.34348583539903
18.92,-6.22842397042323
18.985,-6.10235688563778
19.05,-5.96750605338317
19.115,-5.82598839063005
19.18,-5.6796997780582
19.245,-5.53024741311028
19.31,-5.37892523604117
19.375,-5.22672238110714
19.44,-5.07435357384821
19.505,-4.92230151634402
19.57,-4.77086346241008
19.635,-4.62019655706741
19.7,-4.47035861979283
19.765,-4.32134269171047
19.83,-4.17310482542795
19.895,-4.02558534460247
19.96,-3.87872423866769
20.025,-3.73247158092497
20.09,-3.58679394016706
20.155,-3.44167774992242
20.22,-3.29713053947047
20.285,-3.15318083789204
20.35,-3.00987744930594
20.415,-2.86728867255139
20.48,-2.72550190855785
20.545,-2.58462396952391
20.61,-2.44478228139576
20.675,-2.30612705979179
20.74,-2.16883444292364
20.805,-2.0331104849169
20.87,-1.89919584903925
20.935,-1.76737099079799
21,-1.63796158254496
