"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-3.73535341247721
2,-4.31226463404514
4,-5.007644224597
6,-5.81015772733946
8,-6.67888202438097
10,-7.51344762098748
12,-8.12340115647009
14,-8.26108708675692
16,-7.78557437924795
18,-6.80085517344098
20,-5.5496623777434
22,-4.23517619603225
24,-2.96892392041121
26,-1.79730585599066
28,-0.733302587109636
30,0.224756922509537
32,1.08414336530959
34,1.85373105374781
36,2.54234565673494
38,3.15814962882274
40,3.70847315973576
42,4.19982748838548
44,4.63798492075498
46,5.02807571164411
48,5.37468135107551
50,5.68191683976458
52,5.95350020507049
54,6.1928098363111
56,6.4029310459366
58,6.58669343581623
60,6.74670055412809
62,6.88535314435776
64,7.00486709097536
66,7.10728698757035
68,7.19449610245958
70,7.26822339451981
72,7.33004813486334
74,7.38140261334181
76,7.42357334799026
78,7.45770116606233
80,7.484780483483
82,7.50565807222685
84,7.52103156982971
86,7.53144795010961
88,7.53730213796948
90,7.53883591320611
92,7.53613720839872
94,7.52913986446271
96,7.51762386492353
98,7.50121602718327
100,7.47939108687433
102,7.451473070597
104,7.41663681348567
106,7.37390944137616
108,7.32217160265913
110,7.26015820150787
112,7.18645835082075
114,7.0995142281022
116,6.99761847822025
118,6.87890976054451
120,6.74136598086516
122,6.58279467675171
124,6.40081993445792
126,6.19286510229796
128,5.95613042741244
130,5.68756458214476
132,5.38382887506185
134,5.04125279423444
136,4.65577948802917
138,4.22290003203219
140,3.7375762505886
142,3.19415429599399
144,2.5862769397899
146,1.9068155071675
148,1.14787115912029
150,0.300958784332705
152,-0.642372784956079
154,-1.68892182179987
156,-2.83999487785919
158,-4.08285519022418
160,-5.3732537146873
162,-6.60619710148314
164,-7.59089983027529
166,-8.09500356560729
168,-8.00629961005329
170,-7.4435219957097
172,-6.64130377077892
174,-5.79026064975399
176,-4.99534105126332
178,-4.30147416427867
180,-3.72256623141792
