"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.8494211798878
2,-3.22426495197359
4,-3.7162524750609
6,-4.3265410324547
8,-5.04621845705748
10,-5.84320975398319
12,-6.63861128383283
14,-7.27807426968258
16,-7.54008243265144
18,-7.24997952711216
20,-6.43232189955859
22,-5.28541649414645
24,-4.01888580690125
26,-2.76607201584672
28,-1.59042843348084
30,-0.514856474352602
32,0.457157813275265
34,1.33035396786375
36,2.11243372199785
38,2.81173935080459
40,3.4362974305397
42,3.99347626817834
44,4.48991064104152
46,4.93153627844875
48,5.32366319619324
50,5.67105674906705
52,5.97801349679622
54,6.24842727493733
56,6.48584454528829
58,6.69350963913903
60,6.87440105881123
62,7.03126011466949
64,7.16661310367079
66,7.28278810134117
68,7.38192729550946
70,7.46599565919957
72,7.53678664879932
74,7.59592552212247
76,7.6448707964655
78,7.68491430541628
80,7.71718026108323
82,7.74262368201285
84,7.762028503339
86,7.77600564231554
88,7.78499124767665
90,7.78924531430182
92,7.78885079513646
94,7.78371329050291
96,7.77356134153592
98,7.75794730047627
100,7.73624869704066
102,7.70766996804775
104,7.67124436763966
106,7.62583582808498
108,7.57014049600925
110,7.50268762505546
112,7.42183946181314
114,7.32578971506184
116,7.21256014598628
118,7.07999475553372
120,6.92575097069247
122,6.74728714054786
124,6.54184554307163
126,6.30642997550182
128,6.03777686309116
130,5.73231869720877
132,5.38613856223838
134,4.99491465942174
136,4.55385435827209
138,4.05761898027733
140,3.50024446640328
142,2.87507189800206
144,2.17472111872613
146,1.39118258781969
148,0.516193607418898
150,-0.457737493256632
152,-1.53487430794844
154,-2.71073072418871
156,-3.96045069813866
158,-5.21723528881874
160,-6.343652365971
162,-7.12940838665073
164,-7.38499215314882
166,-7.09957028188421
168,-6.45284500143436
170,-5.66192121265746
172,-4.875384726648
174,-4.16864529656032
176,-3.57225372865243
178,-3.09464924137098
180,-2.73467410144587
