"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.05943330519019
2,-2.32991582157915
4,-2.67540210617411
6,-3.08596353479978
8,-3.5415288198361
10,-4.00612153868702
12,-4.4221121621388
14,-4.71003325900294
16,-4.78343617429684
18,-4.5820780795348
20,-4.10408179183478
22,-3.40646085497414
24,-2.57345030198723
26,-1.68298522622462
28,-0.791339422589362
30,0.0669486590369633
32,0.87336754943439
34,1.61961816604312
36,2.30338968521727
38,2.92568072555273
40,3.48921043465079
42,3.99751099405573
44,4.45442319422318
46,4.86382388050699
48,5.22948462200718
50,5.55500362334504
52,5.8437777767048
54,6.09899603868035
56,6.32364348325615
58,6.52051005141473
60,6.69220069279293
62,6.84114513041217
64,6.96960636183466
66,7.07968751646751
68,7.17333697813731
70,7.25235184601673
72,7.3183798982853
74,7.37292027190616
76,7.4173230958807
78,7.45278832394618
80,7.48036401109393
82,7.50094426915281
84,7.5152671212713
86,7.523912454045
88,7.52730023966485
90,7.52568916924524
92,7.51917580306913
94,7.5076943047466
96,7.49101678534955
98,7.46875424175716
100,7.44035803210424
102,7.4051217917212
104,7.36218365652234
106,7.31052862847437
108,7.24899089037747
110,7.17625585535435
112,7.09086172075357
114,6.99120028741743
116,6.87551680484377
118,6.74190861339337
120,6.58832238147806
122,6.41254978794568
124,6.21222159421402
126,5.98480021593954
128,5.7275711899337
130,5.43763442439126
132,5.11189696709784
134,4.74707048298528
136,4.33967914389472
138,3.88608797490957
140,3.38256922336181
142,2.82543734991554
144,2.2113057147647
146,1.53755619960323
148,0.803175519877692
150,0.0102062152607584
152,-0.833825099411515
154,-1.71209231583368
156,-2.59318407460263
158,-3.4256909205525
160,-4.13737187514387
162,-4.64731124958431
164,-4.89524276708967
166,-4.87303202576872
168,-4.6300009480982
170,-4.24653312052645
172,-3.80145198617397
174,-3.35458434062376
176,-2.9446708016916
178,-2.59409736569387
180,-2.31445258265416
