"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.55301606823922
2,-2.86309533388093
4,-3.30299990685114
6,-3.88192722587761
8,-4.60662139176505
10,-5.47393004625508
12,-6.45252936170613
14,-7.4437994869771
16,-8.2249792186128
18,-8.46007627426521
20,-7.93333228885416
22,-6.79088958444156
24,-5.36819740088601
26,-3.91574184346498
28,-2.55098146749469
30,-1.31257512560839
32,-0.20478481401782
34,0.780749941552951
36,1.65596249959577
38,2.43291519952548
40,3.12263557618457
42,3.73484206466624
44,4.27799643742777
46,4.75945879058256
48,5.18565831748481
50,5.56224882118252
52,5.89424023934416
54,6.18610603166462
56,6.44186920798335
58,6.66517043431866
60,6.85932146028385
62,7.02734665277016
64,7.17201493216073
66,7.29586397337424
68,7.401218176868
70,7.49020163182793
72,7.56474707413987
74,7.62660167261838
76,7.67733034643279
78,7.71831721443237
80,7.75076569462566
82,7.77569770257336
84,7.79395233556704
86,7.80618437118873
88,7.81286285138191
90,7.81426996478711
92,7.81050038001116
94,7.80146112067942
96,7.78687201010979
98,7.76626665014296
100,7.73899383606993
102,7.70421924858344
104,7.66092720473823
106,7.60792219293493
108,7.54382986107037
110,7.4670970704138
112,7.37599056760104
114,7.26859375932048
116,7.14280099339732
118,6.99630864917184
120,6.82660221073713
122,6.63093832834696
124,6.40632065394984
126,6.14946795309729
128,5.85677263539958
130,5.52424740467763
132,5.14745722598106
134,4.72143331595995
136,4.24056560306073
138,3.69847062585908
140,3.08783447927687
142,2.40023838501402
144,1.62599546178101
146,0.754080056283503
148,-0.227638163815097
150,-1.33131934160337
152,-2.56590537783585
154,-3.92848529175608
156,-5.38327465099676
158,-6.81787970681552
160,-7.98665945223528
162,-8.54884643384923
164,-8.3394824626823
166,-7.56379348762792
168,-6.56368597608781
170,-5.57022931793248
172,-4.68641368185043
174,-3.94510681045481
176,-3.34978921508992
178,-2.89362121006193
180,-2.56719058966704
