"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.89686375189849
2,-3.2598522429049
4,-3.77023314030586
6,-4.4437665811243
8,-5.29670062870765
10,-6.33801421726619
12,-7.54517923101289
14,-8.79871107319148
16,-9.76098684649575
18,-9.88610415407817
20,-8.94453853839028
22,-7.35253176509525
24,-5.611502352707
26,-3.96729044754748
28,-2.49195924177997
30,-1.18977971720892
32,-0.0448008966738722
34,0.962569954131108
36,1.85052303511265
38,2.63468232235444
40,3.32815827395166
42,3.9419211320974
44,4.48520477579735
46,4.96585746880441
48,5.39062474006825
50,5.76537082698485
52,6.09524993473269
54,6.38483809579372
56,6.63823455047351
58,6.85913962403608
60,7.05091443076299
62,7.21662644790488
64,7.35908403003582
66,7.48086221209663
68,7.58432161738414
70,7.67162189611584
72,7.74473083335668
74,7.8054300536395
76,7.8553180922192
78,7.89581148353329
80,7.92814442398081
82,7.95336748942461
84,7.97234582101438
86,7.98575713101826
88,7.99408981987775
90,7.9976414345114
92,7.99651763493589
94,7.99063177139202
96,7.97970510787077
98,7.96326766115853
100,7.94065955833425
102,7.91103275099464
104,7.8733528618928
106,7.82640087903308
108,7.76877435257846
110,7.69888768912691
112,7.6149710726627
114,7.51506746696991
116,7.39702706392647
118,7.25849842713941
120,7.09691542935501
122,6.90947887992166
124,6.69313146551837
126,6.44452425743093
128,6.15997253817795
130,5.83539802688626
132,5.46625368711931
134,5.04742613622735
136,4.57310922952214
138,4.03664077743126
140,3.43029304502511
142,2.74500815656607
144,1.9700759549567
146,1.09277572873425
148,0.0980761753367229
150,-1.03130135982279
152,-2.3135509817168
154,-3.76257461696281
156,-5.3716570065305
158,-7.06840818827475
160,-8.61833285292874
162,-9.55463236375186
164,-9.48235584524567
166,-8.59106854780032
168,-7.3897540910811
170,-6.21388706097398
172,-5.19078689773491
174,-4.34902045504358
176,-3.68306980012846
178,-3.17857918461268
180,-2.82085138056841
