"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-1.86628449960387
2,-1.98558904038704
4,-2.22356421922084
6,-2.58460785346992
8,-3.07211517670791
10,-3.68517770900413
12,-4.41129742072672
14,-5.21141321046495
16,-5.99380732161652
18,-6.58660959947159
20,-6.76080760345807
22,-6.36650059383168
24,-5.47042438528377
26,-4.28856421778363
28,-3.02137670805435
30,-1.78759635929439
32,-0.640587131375069
34,0.402191051049388
36,1.33991694503816
38,2.1785865811794
40,2.9264880718367
42,3.59224172513011
44,4.18401512976301
46,4.70926038958827
48,5.17467522103456
50,5.5862531319518
52,5.94936257920632
54,6.26882911126735
56,6.54901006077337
58,6.79385837170119
60,7.00697521393454
62,7.19165228053429
64,7.35090507440798
66,7.48749853881655
68,7.60396628895696
70,7.70262455994152
72,7.78558184340274
74,7.85474505723141
76,7.91182298452182
78,7.95832762694258
80,7.9955740405554
82,8.02467915412248
84,8.04656000703343
86,8.06193178271416
88,8.07130595122796
90,8.07498877018321
92,8.07308032540068
94,8.065474222271
96,8.05185796620606
98,8.03171399733186
100,8.00432127201196
102,7.96875721322563
104,7.92389978415028
106,7.86842937477847
108,7.80083012949424
110,7.7193902827833
112,7.6222010082605
114,7.50715321969908
116,7.37193168781228
118,7.21400574901314
120,7.03061577874896
122,6.81875448112711
124,6.57514191313716
126,6.29619303349121
128,5.97797648799921
130,5.61616341756493
132,5.20596552192219
134,4.7420629000768
136,4.21852530642337
138,3.62873751220316
140,2.96535495737385
142,2.22034960671294
144,1.38527927886352
146,0.45207323260032
148,-0.585029891374861
150,-1.72504766757417
152,-2.95070613173755
154,-4.20984560527948
156,-5.38710369752918
158,-6.28785525968448
160,-6.70009075675703
162,-6.55237204218642
164,-5.98479590717085
166,-5.22108784623919
168,-4.43328268087338
170,-3.71503319054975
172,-3.10710547165272
174,-2.6231108285811
176,-2.2646139951845
178,-2.02858927917463
180,-1.91083707284464
