"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-11.2169898693661
8.065,-11.1579392174472
8.13,-11.0948577161176
8.195,-11.0281279803352
8.26,-10.958233209509
8.325,-10.8857771794364
8.39,-10.8115081106124
8.455,-10.7363469116324
8.52,-10.6614201607836
8.585,-10.5880978860014
8.65,-10.5180356352359
8.715,-10.4532193616312
8.78,-10.3960101110535
8.845,-10.3491832060801
8.91,-10.3159534164031
8.975,-10.2999734752971
9.04,-10.3052885482502
9.105,-10.3362247528752
9.17,-10.3971872543964
9.235,-10.4923453926351
9.3,-10.6251918135292
9.365,-10.7979821800875
9.43,-11.0110919800993
9.495,-11.2623638069663
9.56,-11.5465551998581
9.625,-11.8550248982656
9.69,-12.1758055291347
9.755,-12.4941932025964
9.82,-12.7939232952003
9.885,-13.058877835137
9.95,-13.2750848977029
10.015,-13.4325833433787
10.08,-13.5266564922139
10.145,-13.5580867470009
10.21,-13.5324169003108
10.275,-13.4585424776737
10.34,-13.3471148154964
10.405,-13.2091618435518
10.47,-13.0551347869162
10.535,-12.894398078102
10.6,-12.7350684068954
10.665,-12.5840776216881
10.73,-12.4473508047711
10.795,-12.3300237687064
10.86,-12.236655205761
10.925,-12.1714112363845
10.99,-12.1382140281883
11.055,-12.1408536446224
11.12,-12.1830656186904
11.185,-12.2685775875405
11.25,-12.4011275673296
11.315,-12.5844543004745
11.38,-12.8222561281322
11.445,-13.1181078772534
11.51,-13.4753132196183
11.575,-13.8966494471226
11.64,-14.3839274143905
11.705,-14.937234697152
11.77,-15.5536496585405
11.835,-16.2251189993293
11.9,-16.9351536765042
11.965,-17.6542603214842
12.03,-18.3351521831203
12.095,-18.9114597859807
12.16,-19.3068848024756
12.225,-19.4594209479879
12.29,-19.350611676733
12.355,-19.0158213956135
12.42,-18.5253125063433
12.485,-17.9543652898519
12.55,-17.363893081538
12.615,-16.7955995557076
12.68,-16.2751013246605
12.745,-15.8169403832183
12.81,-15.4288210164295
12.875,-15.1145376755532
12.94,-14.8758204719711
13.005,-14.7134450160329
13.07,-14.6278809578632
13.135,-14.6196578619246
13.2,-14.6895505456453
13.265,-14.8386292287624
13.33,-15.0681723579235
13.395,-15.3793884442785
13.46,-15.7728212598301
13.525,-16.2471992216062
13.59,-16.7973139440584
13.655,-17.4102894398713
13.72,-18.0595176764876
13.785,-18.6963079059552
13.85,-19.2426406017241
13.915,-19.5956055607837
13.98,-19.6578974933219
14.045,-19.3883594178141
14.11,-18.8289360824572
14.175,-18.0771659266085
14.24,-17.2355968912261
14.305,-16.381519816331
14.37,-15.5626715636348
14.435,-14.8044920082553
14.5,-14.1184368350776
14.565,-13.5080082737473
14.63,-12.9724719587198
14.695,-12.5089840005882
14.76,-12.1137631427924
14.825,-11.7827206964326
14.89,-11.5117887458191
14.955,-11.2970797584803
15.02,-11.1349489200157
15.085,-11.0219959543014
15.15,-10.9550239245784
15.215,-10.9309616129377
15.28,-10.9467498089465
15.345,-10.9991884249722
15.41,-11.0847403312744
15.475,-11.1992897707636
15.54,-11.3378597995829
15.605,-11.4943069457721
15.67,-11.6610349477919
15.735,-11.8288038981472
15.8,-11.9867508903548
15.865,-12.1227651398638
15.93,-12.2243401780049
15.995,-12.2799187533196
16.06,-12.2805446827246
16.125,-12.2214110298367
16.19,-12.102794616983
16.255,-11.9300180455863
16.32,-11.71244305694
16.385,-11.4618606923368
16.45,-11.1907923620338
16.515,-10.911113729682
16.58,-10.6331861501692
16.645,-10.3654774449096
16.71,-10.1145458993787
16.775,-9.88524055622411
16.84,-9.68099771598764
16.905,-9.50415360897241
16.97,-9.3562281344358
17.035,-9.23815877403919
17.1,-9.15047808001012
17.165,-9.09343531346488
17.23,-9.06706559215747
17.295,-9.07121034193485
17.36,-9.10549231334386
17.425,-9.16924785561741
17.49,-9.26141923297765
17.555,-9.38041115274502
17.62,-9.52391900802107
17.685,-9.68874229843845
17.75,-9.87060579987764
17.815,-10.0640231825417
17.88,-10.262251244413
17.945,-10.4573932473964
18.01,-10.6407088450191
18.075,-10.803165097565
18.14,-10.9362103243521
18.205,-11.0326749933298
18.27,-11.0876274734352
18.335,-11.0989794387118
18.4,-11.0676796954468
18.465,-10.9974507160645
18.53,-10.8941580912197
18.595,-10.7649944879568
18.66,-10.6176720768855
18.725,-10.4597638617
18.79,-10.2982557181583
18.855,-10.1393043401215
18.92,-9.98815833491034
18.985,-9.84918863167995
19.05,-9.72598012889607
19.115,-9.62144912194107
19.18,-9.5379640210868
19.245,-9.47745719987152
19.31,-9.44152277469671
19.375,-9.43149903757331
19.44,-9.44853576621297
19.505,-9.49364626212464
19.57,-9.56774206338975
19.635,-9.67164500613945
19.7,-9.80606674703899
19.765,-9.97154021404568
19.83,-10.1682814486904
19.895,-10.3959558698204
19.96,-10.6533242971866
20.025,-10.9377586649252
20.09,-11.2446562374327
20.155,-11.5668550528462
20.22,-11.8942606818218
20.285,-12.21399875646
20.35,-12.5114173815634
20.415,-12.7720555038011
20.48,-12.9842309072637
20.545,-13.1413940092765
20.61,-13.2432641421172
20.675,-13.2952653325242
20.74,-13.3066138442806
20.805,-13.287957511252
20.87,-13.2494092360849
20.935,-13.1993726913196
21,-13.1441267627111
