"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.86387895331791
2,-3.24656913262111
4,-3.7198917724569
6,-4.27241103434782
8,-4.87650479713088
10,-5.47663145426288
12,-5.97740747530401
14,-6.2473475566024
16,-6.16295189262396
18,-5.68328171789795
20,-4.88026141820911
22,-3.88553589419884
24,-2.81981587223681
26,-1.76328502615967
28,-0.759396651008401
30,0.172274725181729
32,1.02547473840282
34,1.80073402342351
36,2.50176438442113
38,3.13358289447231
40,3.70157345255838
42,4.21103837001339
44,4.66700081509478
46,5.07413313299514
48,5.43674632196768
50,5.75880734930352
52,6.04396732111979
54,6.29559202271607
56,6.51679077451843
58,6.71044184514211
60,6.87921383930122
62,7.02558306488094
64,7.1518471610337
66,7.26013538677667
68,7.35241600655992
70,7.43050120753161
72,7.49604996442135
74,7.55056924279749
76,7.59541390468985
78,7.63178565379589
80,7.66073133068114
82,7.68314084079346
84,7.69974496878582
86,7.71111330074128
88,7.71765244086859
90,7.71960467091999
92,7.71704715921735
94,7.70989178237822
96,7.69788557753181
98,7.68061179711918
100,7.65749149345563
102,7.62778551719312
104,7.59059677354582
106,7.54487254321459
108,7.48940664156847
110,7.42284115961881
112,7.34366750309916
114,7.2502264207325
116,7.14070668866543
118,7.01314209450175
120,6.8654063416548
122,6.69520547495304
124,6.50006741716281
126,6.27732821538918
128,6.02411465008183
130,5.73732300321625
132,5.41359410172845
134,5.04928540728828
136,4.64044221306081
138,4.18277249501396
140,3.67163471672335
142,3.1020569409659
144,2.46882287035933
146,1.7666934090316
148,0.990895071208935
150,0.138124078683239
152,-0.791474467088144
154,-1.7905576772602
156,-2.83790716782108
158,-3.88793988571185
160,-4.8587001630321
162,-5.63037092260532
164,-6.0775037239083
166,-6.13788570588026
168,-5.85839016781854
170,-5.36101756438098
172,-4.77213379570583
174,-4.18271548316787
176,-3.64580721263944
178,-3.18796204432405
180,-2.82031425112035
