"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-11.3592444725304
8.065,-11.3701989494589
8.13,-11.3846571068855
8.195,-11.4032724388729
8.26,-11.4268134943409
8.325,-11.4561806019084
8.39,-11.4924218897789
8.455,-11.5367459055119
8.52,-11.5905261952604
8.585,-11.6552902797478
8.65,-11.7326813298487
8.715,-11.8243755023589
8.78,-11.9319320379735
8.845,-12.056549049732
8.91,-12.1987003632249
8.975,-12.3576465674394
9.04,-12.5308584826226
9.105,-12.7134723620194
9.17,-12.898003049223
9.235,-13.0746212503332
9.3,-13.232251599534
9.365,-13.3604734734687
9.43,-13.4517525291916
9.495,-13.5031777616707
9.56,-13.5169746808899
9.625,-13.499644583052
9.69,-13.4602332491557
9.755,-13.4084965589082
9.82,-13.3535318840144
9.885,-13.303060146049
9.95,-13.263254659484
10.015,-13.2389065414337
10.08,-13.2337371388396
10.145,-13.2507337942324
10.21,-13.2924463535991
10.275,-13.3612218659391
10.34,-13.4593753441964
10.405,-13.5893016137252
10.47,-13.7535327332015
10.535,-13.9547405569021
10.6,-14.1956760002759
10.665,-14.4790252217673
10.73,-14.8071468562618
10.795,-15.1816315440292
10.86,-15.6025936918561
10.925,-16.067568321902
10.99,-16.5698603664765
11.055,-17.0962362570567
11.12,-17.6240951202999
11.185,-18.1189466858651
11.25,-18.5343073027803
11.315,-18.8173342676169
11.38,-18.9222236918463
11.445,-18.8272315292235
11.51,-18.5443756943286
11.575,-18.1139340997441
11.64,-17.5883759291209
11.705,-17.0171551994607
11.77,-16.438876567846
11.835,-15.8801066862917
11.9,-15.3574818603335
11.965,-14.8805709144838
12.03,-14.4543517757461
12.095,-14.0810252652286
12.16,-13.7612388042533
12.225,-13.4948758923998
12.29,-13.2815526692915
12.355,-13.120926090017
12.42,-13.0128848730194
12.485,-12.9576699529296
12.55,-12.9559547912437
12.615,-13.0089053410263
12.68,-13.118232708177
12.745,-13.2862470333155
12.81,-13.5159175504621
12.875,-13.8109398182917
12.94,-14.1758048036153
13.005,-14.6158521808365
13.07,-15.1372643438005
13.135,-15.7469018742739
13.2,-16.4517598260131
13.265,-17.2575602143646
13.33,-18.1654359701715
13.395,-19.1645715655135
13.46,-20.2170913057582
13.525,-21.2318986841897
13.59,-22.0377752151292
13.655,-22.4083956208697
13.72,-22.1998945012971
13.785,-21.4848360795368
13.85,-20.4811366954972
13.915,-19.3889716765659
13.98,-18.3270538782342
14.045,-17.3495234640241
14.11,-16.4751357715635
14.175,-15.7062521186285
14.24,-15.0385203644222
14.305,-14.4653473108878
14.37,-13.979850461164
14.435,-13.5756565311732
14.5,-13.2471887714263
14.565,-12.9897361958202
14.63,-12.7994366093533
14.695,-12.6732314806639
14.76,-12.6088167205116
14.825,-12.6045975116871
14.89,-12.6596474181049
14.955,-12.7736672122353
15.02,-12.9469345265481
15.085,-13.1802295964587
15.15,-13.4747128882719
15.215,-13.8317142590298
15.28,-14.2523657836158
15.345,-14.7369646390335
15.41,-15.2838805822878
15.475,-15.8877237628277
15.54,-16.5363989148532
15.605,-17.2067486056475
15.67,-17.8591768157422
15.735,-18.4337525440407
15.8,-18.8539968851399
15.865,-19.0458968128166
15.93,-18.9694477468353
15.995,-18.6405776921791
16.06,-18.122147801079
16.125,-17.4931957963956
16.19,-16.8226592794313
16.255,-16.1593155250182
16.32,-15.5331572224144
16.385,-14.9605944861163
16.45,-14.4494039686718
16.515,-14.0022977522962
16.58,-13.6192109504471
16.645,-13.2986822442064
16.71,-13.0386549445237
16.775,-12.8369217878417
16.84,-12.691350332855
16.905,-12.5999673729372
16.97,-12.5609436297686
17.035,-12.5724964082788
17.1,-12.6327123709545
17.165,-12.739282085481
17.23,-12.8891317755318
17.295,-13.0779376560576
17.36,-13.2995198632384
17.425,-13.5451465662533
17.49,-13.8028487622419
17.555,-14.0569633056035
17.62,-14.2882697594779
17.685,-14.4751814454549
17.75,-14.5963164277967
17.815,-14.6342347869205
17.88,-14.579286864605
17.945,-14.4319673818554
18.01,-14.2026090146382
18.075,-13.9085846212104
18.14,-13.570383818731
18.205,-13.2081060794771
18.27,-12.839224472439
18.335,-12.4776693373236
18.4,-12.1338441228365
18.465,-11.8151242493124
18.53,-11.5265099963884
18.595,-11.271249465899
18.66,-11.0513533901937
18.725,-10.8679835493141
18.79,-10.7217241737284
18.855,-10.6127550915304
18.92,-10.5409461793818
18.985,-10.5058902868185
19.05,-10.5068888361531
19.115,-10.5429018402221
19.18,-10.612472476847
19.245,-10.713635667828
19.31,-10.8438203251281
19.375,-10.9997560810262
19.44,-11.1773974817416
19.505,-11.3718817756759
19.57,-11.5775401921862
19.635,-11.7879858698795
19.7,-11.9963021554954
19.765,-12.1953496163214
19.83,-12.3781954559876
19.895,-12.5386438352344
19.96,-12.6718135355517
20.025,-12.7746805707545
20.09,-12.8464917860446
20.155,-12.8889717948431
20.22,-12.9062885968289
20.285,-12.9047975514494
20.35,-12.8926270315754
20.415,-12.8791860661158
20.48,-12.8746629996224
20.545,-12.8895559888469
20.61,-12.9342469984408
20.675,-13.0186132042932
20.74,-13.1516680820875
20.805,-13.3412361144632
20.87,-13.5936818561163
20.935,-13.9137258864613
21,-14.3043786940313
