"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.23759184963347
2,-2.49671068229611
4,-2.86214270004203
6,-3.33427935922957
8,-3.90700140800374
10,-4.5601817010513
12,-5.24640832468937
14,-5.87261515661251
16,-6.29057065262309
18,-6.33316403658366
20,-5.91326955792491
22,-5.09452647601052
24,-4.03680908765829
26,-2.89290680344797
28,-1.76188389471774
30,-0.694440756848286
32,0.288629720828378
34,1.18218318795439
36,1.98847149556519
38,2.71288553741522
40,3.36188419188207
42,3.94203337457324
44,4.45959020951927
46,4.92034892239051
48,5.32960869584659
50,5.69219510299492
52,6.01250198102377
54,6.29453802047345
56,6.54197095080013
58,6.75816643349824
60,6.94622082047031
62,7.10898788943212
64,7.24910007901861
66,7.36898489177103
68,7.47087715406668
70,7.55682778898959
72,7.62870970576983
74,7.68822135375742
76,7.73688843637556
78,7.77606423271081
80,7.80692893062113
82,7.83048833380099
84,7.84757226426137
86,7.85883293951424
88,7.86474355920319
90,7.86559728837183
92,7.86150677397588
94,7.85240427813298
96,7.83804245690751
98,7.81799575837443
100,7.79166235962264
102,7.75826651048923
104,7.71686110313928
106,7.66633024168838
108,7.60539154495842
110,7.53259787764996
112,7.44633816965483
114,7.34483694842231
116,7.22615217348935
118,7.08817092384685
120,6.92860244679742
122,6.74496803216972
124,6.53458713264518
126,6.29455912113683
128,6.02174008500285
130,5.71271415603259
132,5.36375916666516
134,4.97080710615047
136,4.52940131439067
138,4.03465535893007
140,3.48122460018726
142,2.86331356972677
144,2.17476650787662
146,1.40933686813962
148,0.561328305632883
150,-0.373010330696318
152,-1.39259797790839
154,-2.48582523665253
156,-3.62016732395451
158,-4.72628774710846
160,-5.68362265712534
162,-6.33389247947993
164,-6.5541178601038
166,-6.34800834487927
168,-5.84383973520492
170,-5.20181704575186
172,-4.54309456649826
174,-3.93788102326555
176,-3.42021837664907
178,-3.00373707770168
180,-2.69186009444574
