"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.51526785140191
2,-2.73157131011569
4,-3.09477352569409
6,-3.61967196397751
8,-4.32528392122041
10,-5.23358398919972
12,-6.3625674858795
14,-7.70031626945544
16,-9.12341324258391
18,-10.2191063145004
20,-10.276679099709
22,-9.07725942354863
24,-7.24481099509969
26,-5.3572463349928
28,-3.63593498092888
30,-2.12289457214348
32,-0.804489141718204
34,0.344713745159089
36,1.34933598447142
38,2.23033590917093
40,3.00493594982657
42,3.68721820836127
44,4.28877530358588
46,4.81926116443417
48,5.28682232724268
50,5.69842637701271
52,6.06010983748762
54,6.37716506947274
56,6.65428145581343
58,6.89565230483196
60,7.10505589472372
62,7.28591684896525
64,7.44135241329691
66,7.5742070403795
68,7.68707785291917
70,7.78233295628513
72,7.86212413963975
74,7.92839519169735
76,7.98288682839686
78,8.02713905959868
80,8.0624916917801
82,8.09008355987881
84,8.1108509938088
86,8.12552594641448
88,8.13463413462428
90,8.13849347101659
92,8.13721298712459
94,8.13069237198449
96,8.11862216997203
98,8.10048460173127
100,8.07555489203739
102,8.042902909649
104,8.00139484697026
106,7.94969459116401
108,7.88626436155334
110,7.80936410753699
112,7.71704907180287
114,7.60716481808827
116,7.47733889101506
118,7.32496810387334
120,7.14720021993663
122,6.94090847841078
124,6.70265698220179
126,6.42865436238195
128,6.11469229538697
130,5.75606427950428
132,5.34745845077172
134,4.88281597682303
136,4.35514354739532
138,3.75626462587318
140,3.0764898547126
142,2.30418433347941
144,1.42521542089735
146,0.422301669928265
148,-0.725577855140865
150,-2.04308855703322
152,-3.55560601792353
154,-5.27634069827918
156,-7.16168064919132
158,-8.98590731032818
160,-10.1657596956266
162,-10.0845866005966
164,-8.97585061330084
166,-7.54920057328509
168,-6.21138811400113
170,-5.08300037295988
172,-4.1751142309834
174,-3.46956658246435
176,-2.94440052584775
178,-2.58065371185186
180,-2.36357962322858
