"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-8.17376680937236
8.065,-8.23945869622327
8.13,-8.29964046558723
8.195,-8.35461427283895
8.26,-8.40490760235337
8.325,-8.4512488149912
8.39,-8.49453947569164
8.455,-8.5358270896225
8.52,-8.57628056813452
8.585,-8.61716926678718
8.65,-8.65984499279549
8.715,-8.70572506577607
8.78,-8.75627334865541
8.845,-8.81297512600069
8.91,-8.87730079860528
8.975,-8.95065267165536
9.04,-9.03428886587627
9.105,-9.12921899629732
9.17,-9.23606837891107
9.235,-9.35491194978802
9.3,-9.48508660297779
9.365,-9.62500161925881
9.43,-9.77198046223838
9.495,-9.92218060510671
9.56,-10.0706456497255
9.625,-10.2115379926053
9.69,-10.338573372147
9.755,-10.4456294532347
9.82,-10.5274398328898
9.885,-10.5802363420934
9.95,-10.602194048373
10.015,-10.5935786019377
10.08,-10.5565802366667
10.145,-10.4949055623596
10.21,-10.4132500611517
10.275,-10.3167762514974
10.34,-10.2106866796329
10.405,-10.0999319702775
10.47,-9.98905302443901
10.535,-9.88213227973029
10.6,-9.78282080764566
10.665,-9.69441030765895
10.73,-9.6199259885316
10.795,-9.56222394901409
10.86,-9.52408301710038
10.925,-9.50828549918798
10.99,-9.5176840725918
11.055,-9.55525353579483
11.12,-9.62412673548767
11.185,-9.72761405040493
11.25,-9.86920552735526
11.315,-10.0525541705466
11.38,-10.2814378089065
11.445,-10.5596949416178
11.51,-10.8911260877645
11.575,-11.279344885454
11.64,-11.7275499779779
11.705,-12.2381657430697
11.77,-12.8122618808413
11.835,-13.448603384648
11.9,-14.1421046303983
11.965,-14.8813943858346
12.03,-15.6452614380927
12.095,-16.3982647412016
12.16,-17.0873334914745
12.225,-17.6439590275453
12.29,-17.9981371988247
12.355,-18.1039872310806
12.42,-17.962008940973
12.485,-17.6183800329145
12.55,-17.1420191278821
12.615,-16.5994408816304
12.68,-16.0416417066929
12.745,-15.5024530262625
12.81,-15.0021523387754
12.875,-14.5518890753718
12.94,-14.1572162914693
13.005,-13.8204905097379
13.07,-13.5423802013355
13.135,-13.3227754875336
13.2,-13.1613244686464
13.265,-13.0577464121904
13.33,-13.01201608724
13.395,-13.0244771699754
13.46,-13.0959204975951
13.525,-13.2276500618672
13.59,-13.4215526035953
13.655,-13.6801834385274
13.72,-14.0068806264418
13.785,-14.405921393329
13.85,-14.8827389942854
13.915,-15.4442256716636
13.98,-16.0991593506887
14.045,-16.8588101988389
14.11,-17.7378101747729
14.175,-18.7554026938606
14.24,-19.937209275746
14.305,-21.3175445396779
14.37,-22.9415710918019
14.435,-24.8628801834896
14.5,-27.1146051261557
14.565,-29.558249917212
14.63,-31.3942958492315
14.695,-31.2341667776088
14.76,-29.469088073797
14.825,-27.4740551793452
14.89,-25.7604540316538
14.955,-24.3789217513657
15.02,-23.2843318665118
15.085,-22.4270130351134
15.15,-21.7680953316574
15.215,-21.2795136544079
15.28,-20.9417598833944
15.345,-20.7419301207937
15.41,-20.6724124449757
15.475,-20.7301556320686
15.54,-20.9164430196189
15.605,-21.2371668580154
15.67,-21.7037090679378
15.735,-22.3347137544353
15.8,-23.1593838167038
15.865,-24.2237109837856
15.93,-25.6030329375745
15.995,-27.4302006270074
16.06,-29.9700664733712
16.125,-33.8781030514907
16.19,-41.797287434549
16.255,-47.011996227752
16.32,-35.1807103915335
16.385,-30.2824466480324
16.45,-27.1474827036027
16.515,-24.8512402914277
16.58,-23.0542467534138
16.645,-21.5933295727917
16.71,-20.3772598261148
16.775,-19.3497460649801
16.84,-18.4735319082244
16.905,-17.7226200211594
16.97,-17.0780941467121
17.035,-16.5257044624256
17.1,-16.0543862410777
17.165,-15.6553028858724
17.23,-15.3211977255487
17.295,-15.0459345391869
17.36,-14.8241571418216
17.425,-14.6510264851935
17.49,-14.522010375808
17.555,-14.4327114166675
17.62,-14.3787258973817
17.685,-14.3555315376575
17.75,-14.3584059408794
17.815,-14.3823805614431
17.88,-14.4222367798403
17.945,-14.4725508610332
18.01,-14.5277925230246
18.075,-14.5824770353817
18.14,-14.6313631798371
18.205,-14.6696799827716
18.27,-14.6933560308856
18.335,-14.6992194634119
18.4,-14.6851373105243
18.465,-14.6500710265054
18.53,-14.5940394730637
18.595,-14.5179973333605
18.66,-14.4236510745625
18.725,-14.3132423467372
18.79,-14.189328919477
18.855,-14.0545873672794
18.92,-13.9116526782476
18.985,-13.7630007787111
19.05,-13.610872678925
19.115,-13.4572343587538
19.18,-13.3037644694527
19.245,-13.1518617696526
19.31,-13.0026651783733
19.375,-12.8570807808012
19.44,-12.7158116357474
19.505,-12.579387571878
19.57,-12.4481932286336
19.635,-12.322493388984
19.7,-12.202455199773
19.765,-12.0881672316663
19.83,-11.9796555447134
19.895,-11.8768970400622
19.96,-11.7798304269105
20.025,-11.6883651409317
20.09,-11.60238853339
20.155,-11.521771620492
20.22,-11.4463736476153
20.285,-11.3760456874157
20.35,-11.3106334570228
20.415,-11.2499795088961
20.48,-11.1939249229647
20.545,-11.1423106044529
20.61,-11.0949782721145
20.675,-11.0517712051053
20.74,-11.0125348030451
20.805,-10.977117002565
20.87,-10.9453685844394
20.935,-10.9171433979376
21,-10.8922985230138
