"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.8139061946161
2,-3.21817605424751
4,-3.70631285199914
6,-4.26337918307184
8,-4.85644935967266
10,-5.42346904670777
12,-5.86487328463227
14,-6.05507972955205
16,-5.89195896223676
18,-5.36072910247181
20,-4.54417512035307
22,-3.56625385983476
24,-2.53393312985883
26,-1.5168183367433
28,-0.552507768871465
30,0.342031448629591
32,1.16142934910489
34,1.90630982546765
36,2.58016072412766
38,3.18767670835811
40,3.73391390345192
42,4.22387646969715
44,4.66232847439229
46,5.05372113710592
48,5.40217749348969
50,5.7115040878892
52,5.98521388809731
54,6.22655233975769
56,6.43852257239996
58,6.62390793382448
60,6.78529116364751
62,6.92507009924364
64,7.0454700951184
66,7.14855346861971
68,7.23622633582949
70,7.31024321180341
72,7.3722097403943
74,7.4235839015879
76,7.46567602372098
78,7.49964790612627
80,7.52651133500035
82,7.54712625118887
84,7.56219880243783
86,7.57227948383448
88,7.57776153825317
90,7.57887975355922
92,7.57570975539602
94,7.56816785421187
96,7.55601146366862
98,7.53884006577966
100,7.51609665716796
102,7.48706957176453
104,7.45089453894471
106,7.40655680311234
108,7.35289310134497
110,7.28859326982429
112,7.21220122702356
114,7.12211506146644
116,7.01658593381981
118,6.89371548705607
120,6.75145144533621
122,6.58758107502431
124,6.39972218640219
126,6.18531138533525
128,5.94158936520484
130,5.66558320673899
132,5.35408601068933
134,5.00363487826565
136,4.61048955602869
138,4.17061648929704
140,3.6796875331389
142,3.13311092786143
144,2.52612767380683
146,1.85403529829034
148,1.11265436021526
150,0.299249846927525
152,-0.585713180311204
154,-1.53534588698931
156,-2.53075403025938
158,-3.53245256047684
160,-4.47046229050567
162,-5.24177463350316
164,-5.73275334308608
166,-5.87319315395879
168,-5.68308403366224
170,-5.25915472706134
172,-4.7176231667239
174,-4.15105515903319
176,-3.61809150249661
178,-3.15060166622049
180,-2.76357288144295
