"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.41180387591091
2,-2.60520661583298
4,-2.92251702929052
6,-3.36967044976309
8,-3.95068611521756
10,-4.6625318824432
12,-5.48343900513142
14,-6.34892430541384
16,-7.1140709894629
18,-7.53557293015753
20,-7.37076779057039
22,-6.58777999975977
24,-5.39820228016024
26,-4.05656044300895
28,-2.72663564442912
30,-1.48370891573356
32,-0.353015342396297
34,0.662988662168818
36,1.57086249000839
38,2.38005654690974
40,3.10037415418244
42,3.74100938399186
44,4.3102539205673
46,4.81547624433994
48,5.26320179459923
50,5.65922134927908
52,6.00869798281281
54,6.3162617584772
56,6.58608935705258
58,6.82196911915835
60,7.02735315054513
62,7.2053984075325
64,7.35899858434393
66,7.49080840624873
68,7.60326169579982
70,7.69858436481647
72,7.77880330448069
74,7.84575200000448
76,7.9010735798593
78,7.94622191608021
80,7.98246131520393
82,8.01086527317526
84,8.03231470721141
86,8.04749601935797
88,8.0568992875946
90,8.06081681920056
92,8.05934223698723
94,8.05237020210647
96,8.039596808258
98,8.02052061247107
100,7.99444419859932
102,7.96047610248401
104,7.91753286325299
106,7.86434090363409
108,7.79943788284647
110,7.72117310700089
112,7.6277065213466
114,7.5170057424305
116,7.38684051151444
118,7.23477385773413
120,7.05814914415896
122,6.8540720258881
124,6.61938617203484
126,6.35064139354594
128,6.04405258975026
130,5.69544772106365
132,5.30020294060041
134,4.85316332113128
136,4.34854884904824
138,3.77984874728584
140,3.13971544725695
142,2.41988872676259
144,1.61122441829915
146,0.70400212235817
148,-0.311085679528501
150,-1.4403466188356
152,-2.6808814220198
154,-4.00671609236035
156,-5.34154783694601
158,-6.52094928840301
160,-7.2920226522787
162,-7.44789404846373
164,-7.02378864061513
166,-6.26095599215525
168,-5.39973526629469
170,-4.58327158508638
172,-3.87544107836005
174,-3.29794144286087
176,-2.85390751205806
178,-2.53945533068803
180,-2.34877231513602
