"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.33859043219652
2,-2.65047995506348
4,-3.02809428292667
6,-3.45593914757205
8,-3.90561636926304
10,-4.33032309722599
12,-4.66216703035375
14,-4.81975640357291
16,-4.73263448815356
18,-4.37415529720179
20,-3.77615644980931
22,-3.01049983757867
24,-2.15601305955439
26,-1.27620402767628
28,-0.413481400302628
30,0.407451886025218
32,1.17405263502364
34,1.88129058361743
36,2.52848083627935
38,3.11731931375592
40,3.65072339724869
42,4.13216832618145
44,4.56531672219098
46,4.95381775140026
48,5.30120309342548
50,5.61083739590776
52,5.88589878461127
54,6.12937537900589
56,6.34406976879106
58,6.53260688494353
60,6.69744271801405
62,6.84087251129027
64,6.96503774105371
66,7.07193159505283
68,7.16340289223431
70,7.2411585208769
72,7.30676454885565
74,7.36164620220854
76,7.40708692988439
78,7.44422678102505
80,7.47406032042564
82,7.4974342999908
84,7.51504529007095
86,7.52743745503378
88,7.53500063268927
90,7.53796884770591
92,7.5364193555968
94,7.53027227710772
96,7.51929084400927
98,7.50308223762241
100,7.48109896218621
102,7.45264065764692
104,7.41685622169963
106,7.37274607982009
108,7.31916441520208
110,7.25482114835442
112,7.17828343886559
114,7.08797646981871
116,6.9821832692199
118,6.8590433241661
120,6.7165497556325
122,6.55254485110376
124,6.36471381054769
126,6.15057666933201
128,5.90747855619622
130,5.63257878893055
132,5.32283991556478
134,4.97501886744085
136,4.58566424036763
138,4.15112695597657
140,3.6675972279399
142,3.13119071899963
144,2.53812425380508
146,1.88505191103071
148,1.16968434974601
150,0.391899015803964
152,-0.444327561545048
154,-1.32770419864217
156,-2.234702581106
158,-3.12325268383369
160,-3.92791962186332
162,-4.56417171588835
164,-4.95123877791553
166,-5.04966368815111
168,-4.88491762789946
170,-4.53265257975542
172,-4.08128494017801
174,-3.60396935252208
176,-3.15027742481377
178,-2.74960446669213
180,-2.41751063991504
