"Freq [GHz]","dB(St(Stripline_T1,Stripline_T1)) []"
8,-12.3297924590279
8.065,-12.2662831545347
8.13,-12.2031529397828
8.195,-12.1412588246697
8.26,-12.0815707336804
8.325,-12.0251869149657
8.39,-11.9733512191578
8.455,-11.9274720340588
8.52,-11.8891423549094
8.585,-11.8601599953489
8.65,-11.8425462312245
8.715,-11.8385601276023
8.78,-11.8507043181337
8.845,-11.8817159612545
8.91,-11.9345338698415
8.975,-12.0122293232536
9.04,-12.1178838631986
9.105,-12.2543927391452
9.17,-12.4241683915815
9.235,-12.6287161660436
9.3,-12.868057786462
9.365,-13.1399934400798
9.43,-13.4392316852198
9.495,-13.7564936720981
9.56,-14.0778287165152
9.625,-14.3845514581768
9.69,-14.6543432720034
9.755,-14.8639550427254
9.82,-14.9933748497038
9.885,-15.0303388554636
9.95,-14.9733272689381
10.015,-14.8315861371457
10.08,-14.6222512158845
10.145,-14.3661061444261
10.21,-14.0837624711368
10.275,-13.7932517154555
10.34,-13.5090778486852
10.405,-13.2422802254093
10.47,-13.0010013318579
10.535,-12.7912014686926
10.6,-12.617329700017
10.665,-12.4828770088132
10.73,-12.3908004406597
10.795,-12.3438334920594
10.86,-12.3447046701647
10.925,-12.3962835298242
10.99,-12.5016668211687
11.055,-12.6642083865819
11.12,-12.8874845198827
11.185,-13.1751690116928
11.25,-13.53076392982
11.315,-13.9570846172534
11.38,-14.455317266225
11.445,-15.0233401743762
11.51,-15.6528300488113
11.575,-16.3245647853501
11.64,-17.0017023392936
11.705,-17.6227512556505
11.77,-18.1008210981079
11.835,-18.341004680116
11.9,-18.2800078839573
11.965,-17.9229258548562
12.03,-17.3398238498622
12.095,-16.6259952349682
12.16,-15.8648328372195
12.225,-15.1137802830006
12.29,-14.4066655877562
12.355,-13.7609582691527
12.42,-13.18423925811
12.485,-12.6786051344513
12.55,-12.2433439141947
12.615,-11.8764718442814
12.68,-11.5755876360427
12.745,-11.338334403915
12.81,-11.1626395594328
12.875,-11.0468282329203
12.94,-10.9896615184434
13.005,-10.9903243415431
13.07,-11.0483706519936
13.135,-11.1636205975936
13.2,-11.3359916837499
13.265,-11.5652308052478
13.33,-11.8504940835401
13.395,-12.1896955331297
13.46,-12.5785169829914
13.525,-13.0089566032856
13.59,-13.4673396328908
13.655,-13.9319308545656
13.72,-14.3708496632071
13.785,-14.7419901037647
13.85,-14.9975752905335
13.915,-15.0950580921381
13.98,-15.0115037502914
14.045,-14.7530390142916
14.11,-14.3521791668814
14.175,-13.8551532693483
14.24,-13.3081405405066
14.305,-12.7489252728788
14.37,-12.2045396921104
14.435,-11.6924291308111
14.5,-11.222794646533
14.565,-10.800860101975
14.63,-10.4286425946836
14.695,-10.1062028034614
14.76,-9.83248070862056
14.825,-9.60583479695955
14.89,-9.42437935323942
14.955,-9.2861866429363
15.02,-9.18939820205488
15.085,-9.13227321066261
15.15,-9.11319078582113
15.215,-9.1306154680214
15.28,-9.1830300142586
15.345,-9.26883611035304
15.41,-9.3862214541533
15.475,-9.53299093586686
15.54,-9.70636091371125
15.605,-9.90271995648769
15.67,-10.1173685487679
15.735,-10.3442660084815
15.8,-10.5758362775408
15.865,-10.8029130716002
15.93,-11.0149297703765
15.995,-11.2004605860247
16.06,-11.3481694312218
16.125,-11.448102976145
16.19,-11.4930954709527
16.255,-11.4799151890702
16.32,-11.4097834216916
16.385,-11.2880831568474
16.45,-11.1233636168309
16.515,-10.9259744943579
16.58,-10.706715543415
16.645,-10.4757776695377
16.71,-10.2420816851464
16.775,-10.0129839696312
16.84,-9.79425063873188
16.905,-9.59019228993976
16.97,-9.40387248183008
17.035,-9.23733224977877
17.1,-9.09179826062432
17.165,-8.96785999093331
17.23,-8.8656121002578
17.295,-8.78476384564773
17.36,-8.72471981219764
17.425,-8.68463681569771
17.49,-8.6634614817879
17.555,-8.65995227078263
17.62,-8.6726889139879
17.685,-8.70007153901306
17.75,-8.74031130759461
17.815,-8.79141426694046
17.88,-8.85116042029214
17.945,-8.91708084973298
18.01,-8.98643714680255
18.075,-9.05620941886083
18.14,-9.12310156256813
18.205,-9.18357484624991
18.27,-9.23392220118042
18.335,-9.27039460367429
18.4,-9.28938591869551
18.465,-9.28767238486288
18.53,-9.26268788070196
18.595,-9.21279916284663
18.66,-9.13753215050437
18.725,-9.03769794219104
18.79,-8.9153801794707
18.855,-8.77377237610742
18.92,-8.6168869687787
18.985,-8.44918568110259
19.05,-8.27519402160407
19.115,-8.09915853181442
19.18,-7.92478782209353
19.245,-7.75509530777338
19.31,-7.59234042611776
19.375,-7.43805058990336
19.44,-7.29309940148415
19.505,-7.1578164283627
19.57,-7.0321077604528
19.635,-6.91557228197357
19.7,-6.80760435194658
19.765,-6.70747839567864
19.83,-6.61441438957177
19.895,-6.52762540848525
19.96,-6.44634954191574
20.025,-6.36986887641241
20.09,-6.29751816653972
20.155,-6.22868549438726
20.22,-6.16280680092936
20.285,-6.09935575767849
20.35,-6.03783008822646
20.415,-5.97773517236775
20.48,-5.91856557898976
20.545,-5.85978507586591
20.61,-5.80080564657593
20.675,-5.74096609385146
20.74,-5.67951090673218
20.805,-5.61557019247835
20.87,-5.54814159347157
20.935,-5.47607518863109
21,-5.39806237840463
