"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.80940710672761
2,-3.10648675527222
4,-3.55410838446471
6,-4.17000436537309
8,-4.9762789072388
10,-5.99694893509389
12,-7.24609519245666
14,-8.68471132382524
16,-10.0930069180138
18,-10.8705603276149
20,-10.3403493663436
22,-8.72404789040832
24,-6.77323395574291
26,-4.91139062136908
28,-3.25635558641754
30,-1.81288591934783
32,-0.556899975743943
34,0.538851593498799
36,1.49832746731083
38,2.34127737564162
40,3.08374609865747
42,3.73881319977571
44,4.31725441036513
46,4.82806642219142
48,5.27886671781586
50,5.6761941658691
52,6.02573451414866
54,6.33248993179195
56,6.6009069389347
58,6.83497323173499
60,7.0382910631377
62,7.21413278080372
64,7.36548265064105
66,7.49506804343909
68,7.60538231142746
70,7.69870114367696
72,7.77709380201216
74,7.84243035839087
76,7.89638584895929
78,7.94044210639289
80,7.97588791400392
82,8.0038180301652
84,8.0251315508542
86,8.04053000505061
88,8.05051550781626
90,8.0553892262706
92,8.05525034281571
94,8.04999562739358
96,8.03931965659616
98,8.02271564289541
100,7.99947676308352
102,7.96869780201235
104,7.92927685621366
106,7.8799167714925
108,7.81912591756865
110,7.7452178283911
112,7.6563091543129
114,7.55031527530714
116,7.42494280370511
118,7.27767804811215
120,7.10577030029849
122,6.90620852083693
124,6.67568960508646
126,6.41057586417338
128,6.10683859324599
130,5.75998353367028
132,5.36495254574717
134,4.91599373323892
136,4.40648940829923
138,3.82872749030993
140,3.17359727514574
142,2.43018602062669
144,1.58525261192345
146,0.622572646051841
148,-0.477769512066261
150,-1.73977710619114
152,-3.19028871913815
154,-4.85150800182574
156,-6.71240013970833
158,-8.63775398291233
160,-10.1750458797188
162,-10.5876778283836
164,-9.74147477012121
166,-8.32849503052275
168,-6.90963919002051
170,-5.68356822486012
172,-4.68371928845524
174,-3.89546676994542
176,-3.29541053016179
178,-2.8621923036641
180,-2.57873337951567
