"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-2.64923989154268
2,-2.89518187668183
4,-3.28259766719248
6,-3.82520577288173
8,-4.53915641571855
10,-5.43996062802659
12,-6.53165929757759
14,-7.77387889703414
16,-8.99779000318577
18,-9.78258941221347
20,-9.58990437054937
22,-8.38956283443613
24,-6.70221983054491
26,-4.96689869860619
28,-3.36498029503477
30,-1.93988293651405
32,-0.686206383404163
34,0.414569127183783
36,1.38225597198168
38,2.23458694407263
40,2.98661053583451
42,3.65091603399574
44,4.23804716959591
46,4.75690328318859
48,5.21507544662437
50,5.61911332965841
52,5.97473245141691
54,6.28697370390637
56,6.56032572913057
58,6.79881866033131
60,7.00609580031602
62,7.1854682345439
64,7.33995616710126
66,7.47231986343254
68,7.58508241628708
70,7.68054606155159
72,7.76080341161801
74,7.82774470998065
76,7.8830620150118
78,7.92825107317743
80,7.96461152716988
82,7.99324601115923
84,8.01505860509833
86,8.03075304656828
88,8.04083102772154
90,8.0455908337638
92,8.0451265067309
94,8.03932764375119
96,8.0278798630104
98,8.0102658942125
100,7.98576717456443
102,7.95346575713289
104,7.91224626624421
106,7.86079756402587
108,7.79761372172989
110,7.72099381628852
112,7.62903999216221
114,7.51965313453914
116,7.39052538354442
118,7.23912856852068
120,7.06269744090714
122,6.85820631273416
124,6.62233733703065
126,6.35143815861287
128,6.041465968372
130,5.68791404615632
132,5.28571559828763
134,4.82911800813997
136,4.31151849589691
138,3.72524980327848
140,3.06130268805209
142,2.30897336129672
144,1.45543632943112
146,0.485289010890888
148,-0.619740179200648
150,-1.88028860152799
152,-3.31610893806456
154,-4.93421976700362
156,-6.69219614101125
158,-8.40420231765789
160,-9.61155093421793
162,-9.77185334116403
164,-8.93520342832835
166,-7.67077740801139
168,-6.40406503144432
170,-5.29840639655068
172,-4.38964219885528
174,-3.67123967336979
176,-3.12645234941805
178,-2.73855783017068
180,-2.49361775486267
