"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-3.10669139791937
2,-3.55583796103722
4,-4.12289950897723
6,-4.80512519190896
8,-5.58369244318229
10,-6.40487834573176
12,-7.15074104693696
14,-7.62097513843597
16,-7.59427257234003
18,-6.99210483698378
20,-5.95502077938184
22,-4.71007113553684
24,-3.43006961692379
26,-2.20675932812646
28,-1.07773964265598
30,-0.0530217451415785
32,0.869603966830203
34,1.69709073223543
36,2.43777368606386
38,3.0999488295588
40,3.69132983304748
42,4.21889060531632
44,4.68887000040154
46,5.10683805436703
48,5.47777927664195
50,5.80617414560282
52,6.09607160947747
54,6.3511505999524
56,6.57477078926262
58,6.77001367190139
60,6.93971528424069
62,7.0864918440171
64,7.21275946211434
66,7.32074892633742
68,7.4125164127619
70,7.4899508561709
72,7.55477860902749
74,7.60856593619805
76,7.65271982649054
78,7.68848754787594
80,7.71695532710952
82,7.73904649292785
84,7.75551938224433
86,7.76696526865173
88,7.77380653060439
90,7.77629523211821
92,7.77451224153829
94,7.76836696427372
96,7.75759771419137
98,7.74177269666403
100,7.72029152523909
102,7.6923871445949
104,7.65712798567991
106,7.61342013506651
108,7.56000925944911
110,7.4954819871143
112,7.41826640970494
114,7.32663132763625
116,7.21868381844291
118,7.09236465596881
120,6.94544104614973
122,6.77549606869518
124,6.57991412048315
126,6.35586154534536
128,6.10026151064897
130,5.80976206926542
132,5.48069626497841
134,5.10903318693802
136,4.69031924012349
138,4.21960996423862
140,3.69139532049688
142,3.09952719456356
144,2.43717058823071
146,1.69682743684692
148,0.870541174338616
150,-0.0494822382147909
152,-1.06932798560522
154,-2.1898262058412
156,-3.3988769934916
158,-4.65616794400303
160,-5.8679961989086
162,-6.86471982349428
164,-7.43276691776957
166,-7.44859995644299
168,-6.99313305337064
170,-6.27568016024251
172,-5.4852676546959
174,-4.73484658313516
176,-4.07715162269437
178,-3.5315017154379
180,-3.10146085076822
