"Theta [deg]","dB(GainTotal) [] - Freq='8GHz' Phi='0deg'"
0,-3.61440986677524
2,-4.15208022034527
4,-4.80975783066185
6,-5.57800232479167
8,-6.42085734840565
10,-7.24814860680179
12,-7.88362688534831
14,-8.08396761862041
16,-7.68440226692222
18,-6.75465162523328
20,-5.52676305750836
22,-4.21300361859752
24,-2.93605371672962
26,-1.74933106142434
28,-0.66934466684617
30,0.303991981963644
32,1.17731268493927
34,1.95929219513475
36,2.65875129202084
38,3.2839298250753
40,3.84226637946141
42,4.34038871519708
44,4.78418408953568
46,5.1788925070274
48,5.52919908990485
50,5.83931657157882
52,6.1130554216842
54,6.35388184084028
56,6.56496488478713
58,6.74921424335738
60,6.90931014975696
62,7.04772673130972
64,7.16674992385619
66,7.2684908956796
68,7.35489577613093
70,7.42775236104165
72,7.48869436889507
74,7.53920374424245
76,7.58061144333087
78,7.61409708696013
80,7.64068782332363
82,7.66125670574729
84,7.67652085420299
86,7.68703963327369
88,7.69321304156642
90,7.69528046769693
92,7.6933199257541
94,7.68724783891609
96,7.67681939431699
98,7.661629446264
100,7.64111389946573
102,7.61455145995215
104,7.58106559951652
106,7.53962654008889
108,7.48905302729174
110,7.42801362680973
112,7.35502724181087
114,7.26846251254548
116,7.16653571785521
118,7.04730674946717
120,6.90867266987517
122,6.74835828910398
124,6.56390310029212
126,6.35264379480033
128,6.11169143221731
130,5.8379021716941
132,5.52784029202356
134,5.17773207655001
136,4.7834091049866
138,4.34023977726932
140,3.84304892829253
142,3.28602811098362
144,2.66264554749021
146,1.96557927620666
148,1.18672936489138
150,0.317436836109934
152,-0.65080370522979
154,-1.72449947384585
156,-2.90379664889219
158,-4.17279532612074
160,-5.48001597876778
162,-6.70713105020575
164,-7.64806922675302
166,-8.07260867953568
168,-7.90202935580256
170,-7.28939295719188
172,-6.47438457784854
174,-5.63557254877893
176,-4.86623112117263
178,-4.20441403942111
180,-3.66071772388537
