"Freq [GHz]","dB(St11) []"
0.45,-0.0912042863447368
0.45225,-0.0930912330058856
0.4545,-0.095019151808996
0.45675,-0.0969890525534736
0.459,-0.0990019733839611
0.46125,-0.101058981684605
0.4635,-0.103161175004784
0.46575,-0.105309682017376
0.468,-0.107505663510964
0.47025,-0.109750313417145
0.4725,-0.112044859874444
0.47475,-0.114390566330146
0.477,-0.116788732681614
0.47925,-0.119240696458577
0.4815,-0.121747834048037
0.48375,-0.124311561963453
0.486,-0.126933338159964
0.48825,-0.129614663397469
0.4905,-0.132357082653466
0.49275,-0.135162186587648
0.495,-0.138031613060286
0.49725,-0.140967048706612
0.4995,-0.143970230569389
0.50175,-0.147042947792072
0.504,-0.150187043374964
0.50625,-0.153404415996949
0.5085,-0.156697021905434
0.51075,-0.160066876877321
0.513,-0.163516058253865
0.51525,-0.167046707052482
0.5175,-0.170661030158629
0.51975,-0.174361302601079
0.522,-0.178149869914019
0.52425,-0.182029150589567
0.5265,-0.186001638624432
0.52875,-0.190069906164667
0.531,-0.194236606252572
0.53325,-0.198504475680004
0.5355,-0.202876337952589
0.53775,-0.207355106369408
0.54,-0.211943787223089
0.54225,-0.216645483125328
0.5445,-0.221463396463117
0.54675,-0.226400832991241
0.549,-0.231461205566793
0.55125,-0.236648038031723
0.5535,-0.241964969249724
0.55575,-0.24741575730402
0.558,-0.253004283862903
0.56025,-0.258734558720211
0.5625,-0.26461072451819
0.56475,-0.270637061660576
0.567,-0.276817993424038
0.56925,-0.2831580912765
0.5715,-0.289662080411248
0.57375,-0.29633484550606
0.576,-0.303181436717111
0.57825,-0.310207075917704
0.5805,-0.317417163192446
0.58275,-0.324817283597831
0.585,-0.33241321420079
0.58725,-0.340210931407135
0.5895,-0.348216618592528
0.59175,-0.356436674048913
0.594,-0.364877719260143
0.59625,-0.37354660752097
0.5985,-0.382450432914202
0.60075,-0.391596539661543
0.603,-0.400992531864147
0.60525,-0.41064628364975
0.6075,-0.420565949743818
0.60975,-0.430759976482964
0.612,-0.441237113289609
0.61425,-0.452006424627638
0.6165,-0.46307730245963
0.61875,-0.474459479227055
0.621,-0.486163041375732
0.62325,-0.498198443449637
0.6255,-0.510576522777193
0.62775,-0.523308514775004
0.63,-0.536406068895029
0.63225,-0.549881265242121
0.6345,-0.563746631889964
0.63675,-0.578015162924375
0.639,-0.592700337244079
0.64125,-0.60781613815013
0.6435,-0.623377073756231
0.64575,-0.639398198253381
0.648,-0.65589513406336
0.65025,-0.672884094916771
0.6525,-0.690381909892536
0.65475,-0.70840604845686
0.657,-0.726974646540931
0.65925,-0.746106533697825
0.6615,-0.765821261380226
0.66375,-0.786139132381836
0.666,-0.807081231486491
0.66825,-0.828669457370263
0.6705,-0.850926555802899
0.67275,-0.873876154196225
0.675,-0.897542797548217
0.67725,-0.921951985832588
0.6795,-0.94713021288489
0.68175,-0.973105006837139
0.684,-0.999904972154087
0.68625,-1.02755983332531
0.6885,-1.0561004802682
0.69075,-1.08555901549809
0.693,-1.11596880312256
0.69525,-1.14736451971808
0.6975,-1.17978220714796
0.69975,-1.21325932738177
0.702,-1.2478348193772
0.70425,-1.28354915808662
0.7065,-1.32044441565149
0.70875,-1.35856432484948
0.711,-1.39795434486016
0.71325,-1.43866172941713
0.7155,-1.48073559741633
0.71775,-1.52422700605254
0.72,-1.56918902655887
0.72225,-1.61567682262757
0.7245,-1.66374773159406
0.72675,-1.71346134847131
0.729,-1.76487961292726
0.73125,-1.81806689930485
0.7335,-1.87309010979267
0.73575,-1.93001877086381
0.738,-1.98892513311245
0.74025,-2.04988427463133
0.7425,-2.11297420808945
0.74475,-2.17827599168837
0.747,-2.24587384419756
0.74925,-2.31585526429488
0.7515,-2.3883111544676
0.75375,-2.46333594976363
0.756,-2.54102775172073
0.75825,-2.62148846784595
0.7605,-2.70482395706616
0.76275,-2.79114418162682
0.765,-2.88056336597665
0.76725,-2.97320016324476
0.7695,-3.06917782999003
0.77175,-3.16862440998369
0.774,-3.27167292787098
0.77625,-3.37846159364866
0.7785,-3.4891340189873
0.78075,-3.60383944652154
0.783,-3.72273299332101
0.78525,-3.84597590983756
0.7875,-3.97373585569216
0.78975,-4.1061871937099
0.792,-4.24351130362008
0.79425,-4.38589691679723
0.7965,-4.53354047330353
0.79875,-4.68664650227786
0.801,-4.84542802636328
0.80325,-5.01010699032313
0.8055,-5.18091471320239
0.80775,-5.35809236225704
0.81,-5.54189144528706
0.81225,-5.73257431581442
0.8145,-5.93041468254501
0.81675,-6.13569811047198
0.819,-6.34872249545753
0.82125,-6.56979848668939
0.8235,-6.79924982140004
0.82575,-7.03741352279486
0.828,-7.2846398940929
0.83025,-7.54129221737094
0.8325,-7.8077460334058
0.83475,-8.0843878350852
0.837,-8.37161294838648
0.83925,-8.66982229629103
0.8415,-8.97941763551216
0.84375,-9.30079471460734
0.846,-9.63433361330995
0.84825,-9.98038527204297
0.8505,-10.3392528896847
0.85275,-10.7111664364346
0.855,-11.0962479770517
0.85725,-11.494464814663
0.8595,-11.9055666546472
0.86175,-12.3290021083957
0.864,-12.7638090644322
0.86625,-13.2084730930514
0.8685,-13.6607487886752
0.87075,-14.1174419714394
0.873,-14.574157841922
0.87525,-15.025034080008
0.8775,-15.4625011338866
0.87975,-15.8771452139524
0.882,-16.257787191251
0.88425,-16.5919148626326
0.8865,-16.8665838769594
0.88875,-17.0697969420964
0.891,-17.1921755961477
0.89325,-17.2285229025918
0.8955,-17.1787812479194
0.89775,-17.0480354249434
0.9,-16.8455598817004
0.90225,-16.5832583952912
0.9045,-16.2739918960837
0.90675,-15.9301971208088
0.909,-15.5629830996711
0.91125,-15.1816967443171
0.9135,-14.7938425791816
0.91575,-14.4052191094982
0.918,-14.0201584228096
0.92025,-13.641793294184
0.9225,-13.2723093843049
0.92475,-12.9131634338164
0.927,-12.5652623012919
0.92925,-12.2291048954813
0.9315,-11.9048920877482
0.93375,-11.5926104379427
0.936,-11.2920952098369
0.93825,-11.003077361356
0.9405,-10.7252183152479
0.94275,-10.4581355046851
0.945,-10.2014210026128
0.94725,-9.95465499149427
0.9495,-9.71741539839329
0.95175,-9.4892846890527
0.954,-9.26985456346897
0.95625,-9.05872910651312
0.9585,-8.85552680569011
0.96075,-8.65988174252559
0.963,-8.4714441853525
0.96525,-8.28988075262989
0.9675,-8.11487427224069
0.96975,-7.94612342965961
0.972,-7.78334227360931
0.97425,-7.62625962971466
0.9765,-7.4746184591529
0.97875,-7.32817518921264
0.981,-7.18669903515133
0.98325,-7.04997132713307
0.9855,-6.91778485185481
0.98775,-6.78994321537213
0.99,-6.66626023134384
0.99225,-6.54655933722983
0.9945,-6.43067303974551
0.99675,-6.31844238998637
0.999,-6.20971648800163
1.00125,-6.10435201615303
1.0035,-6.00221280029316
1.00575,-5.90316939760387
1.008,-5.80709870981725
1.01025,-5.71388362048267
1.0125,-5.62341265492503
1.01475,-5.53557966155055
1.017,-5.45028351318886
1.01925,-5.36742782720603
1.0215,-5.28692070317872
1.02375,-5.20867447697972
1.026,-5.13260549018923
1.02825,-5.05863387380961
1.0305,-4.98668334532507
1.03275,-4.91668101820956
1.035,-4.84855722304539
1.03725,-4.78224533947215
1.0395,-4.71768163823901
1.04175,-4.6548051326842
1.044,-4.59355743901342
