"Freq [GHz]","dB(St11) []"
0.45,-0.114995897605549
0.45225,-0.117491885099242
0.4545,-0.120045791122386
0.45675,-0.122659155277962
0.459,-0.125333564046913
0.46125,-0.128070652399413
0.4635,-0.130872105467878
0.46575,-0.133739660284255
0.468,-0.136675107584322
0.47025,-0.139680293681831
0.4725,-0.142757122415446
0.47475,-0.14590755717157
0.477,-0.149133622986309
0.47925,-0.152437408729937
0.4815,-0.155821069377421
0.48375,-0.159286828368697
0.486,-0.162836980062574
0.48825,-0.166473892288321
0.4905,-0.170200008999167
0.49275,-0.174017853032178
0.495,-0.177930028979108
0.49725,-0.181939226173131
0.4995,-0.18604822179652
0.50175,-0.1902598841146
0.504,-0.194577175841541
0.50625,-0.199003157643848
0.5085,-0.203540991787642
0.51075,-0.208193945936145
0.513,-0.212965397104043
0.51525,-0.217858835775785
0.5175,-0.222877870195145
0.51975,-0.228026230833712
0.522,-0.233307775046445
0.52425,-0.238726491922675
0.5265,-0.244286507341416
0.52875,-0.249992089240263
0.531,-0.255847653107577
0.53325,-0.261857767708108
0.5355,-0.268027161052754
0.53775,-0.274360726623549
0.54,-0.280863529865638
0.54225,-0.287540814958439
0.5445,-0.294398011878839
0.54675,-0.301440743769866
0.549,-0.308674834628921
0.55125,-0.31610631733029
0.5535,-0.323741441997441
0.55575,-0.331586684741215
0.558,-0.339648756780905
0.56025,-0.347934613965982
0.5625,-0.356451466716992
0.56475,-0.365206790405167
0.567,-0.374208336191038
0.56925,-0.383464142343454
0.5715,-0.392982546061284
0.57375,-0.402772195821194
0.576,-0.41284206427593
0.57825,-0.423201461728702
0.5805,-0.433860050210419
0.58275,-0.444827858187755
0.585,-0.456115295931321
0.58725,-0.467733171574512
0.5895,-0.47969270789501
0.59175,-0.49200555985233
0.594,-0.504683832916312
0.59625,-0.517740102222959
0.5985,-0.5311874325957
0.60075,-0.545039399471672
0.603,-0.559310110774511
0.60525,-0.574014229776739
0.6075,-0.58916699899677
0.60975,-0.604784265177361
0.612,-0.620882505394362
0.61425,-0.637478854346535
0.6165,-0.654591132879278
0.61875,-0.672237877797228
0.621,-0.690438373022835
0.62325,-0.709212682160214
0.6255,-0.728581682525851
0.62775,-0.748567100710013
0.63,-0.769191549735084
0.63225,-0.790478567879414
0.6345,-0.812452659237709
0.63675,-0.835139336091446
0.639,-0.858565163165281
0.64125,-0.882757803847969
0.6435,-0.907746068458876
0.64575,-0.933559964643681
0.648,-0.960230749985618
0.65025,-0.987790986921095
0.6525,-1.01627460005131
0.65475,-1.04571693594426
0.657,-1.07615482552404
0.65925,-1.10762664914754
0.6615,-1.1401724044712
0.66375,-1.17383377721371
0.666,-1.20865421492348
0.66825,-1.24467900386319
0.6705,-1.28195534912706
0.67275,-1.32053245811017
0.675,-1.36046162745361
0.67725,-1.40179633359308
0.6795,-1.44459232704438
0.68175,-1.48890773056411
0.684,-1.53480314133095
0.68625,-1.58234173729985
0.6885,-1.63158938789052
0.69075,-1.68261476918098
0.693,-1.73548948378931
0.69525,-1.79028818563991
0.6975,-1.84708870982703
0.69975,-1.90597220780714
0.702,-1.96702328817409
0.70425,-2.03033016329723
0.7065,-2.09598480213321
0.70875,-2.16408308955857
0.711,-2.23472499261188
0.71325,-2.30801473408345
0.7155,-2.38406097394753
0.71775,-2.46297699919761
0.72,-2.54488092272169
0.72225,-2.62989589194149
0.7245,-2.71815030803962
0.72675,-2.80977805671226
0.729,-2.90491875151413
0.73125,-3.00371799100751
0.7335,-3.10632763109016
0.73575,-3.21290607405774
0.738,-3.32361857615675
0.74025,-3.43863757560239
0.7425,-3.55814304327242
0.74475,-3.682322858541
0.747,-3.81137321298085
0.74925,-3.94549904493393
0.7515,-4.08491450821936
0.75375,-4.22984347850158
0.756,-4.38052010106057
0.75825,-4.53718938386585
0.7605,-4.70010783991691
0.76275,-4.86954418272577
0.765,-5.0457800785092
0.76725,-5.22911095803211
0.7695,-5.4198468899624
0.77175,-5.61831351587576
0.774,-5.82485304442635
0.77625,-6.03982529832248
0.7785,-6.26360880211759
0.78075,-6.49660189076708
0.783,-6.7392238074533
0.78525,-6.99191574302369
0.7875,-7.25514174666289
0.78975,-7.52938940553487
0.792,-7.81517014643998
0.79425,-8.11301894990967
0.7965,-8.42349317939499
0.79875,-8.74717010514454
0.801,-9.08464252975977
0.80325,-9.43651168032825
0.8055,-9.80337619282955
0.80775,-10.1858155403702
0.81,-10.5843655972133
0.81225,-10.9994831206334
0.8145,-11.4314946948302
0.81675,-11.8805240360227
0.819,-12.3463894553216
0.82125,-12.8284607703151
0.8235,-13.3254623668941
0.82575,-13.835207339829
0.828,-14.3542487253388
0.83025,-14.8774418193365
0.8325,-15.3974334253046
0.83475,-15.90413950235
0.837,-16.3843511761105
0.83925,-16.8217161777893
0.8415,-17.197436156542
0.84375,-17.4919955644526
0.846,-17.6879556798573
0.84825,-17.7732769188664
0.8505,-17.7440496541268
0.85275,-17.6054483147759
0.855,-17.3704490456849
0.85725,-17.0569238817088
0.8595,-16.6843385498963
0.86175,-16.2711041269924
0.864,-15.8330198310347
0.86625,-15.382709406694
0.8685,-14.9297181393839
0.87075,-14.4809400750593
0.873,-14.0411456247562
0.87525,-13.6134838922752
0.8775,-13.1999072278657
0.87975,-12.8015067901474
0.882,-12.4187670348172
0.88425,-12.0517535999914
0.8865,-11.7002495035241
0.88875,-11.3638525739532
0.891,-11.0420444215471
0.89325,-10.7342388010017
0.8955,-10.4398151857034
0.89775,-10.1581417957267
0.9,-9.88859113986355
0.90225,-9.63055026548998
0.9045,-9.38342728301247
0.90675,-9.14665528132842
0.909,-8.91969442875471
0.91125,-8.70203282414707
0.9135,-8.49318649914385
0.91575,-8.29269885567871
0.918,-8.10013973959049
0.92025,-7.9151042916801
0.9225,-7.73721167508631
0.92475,-7.56610374750941
0.927,-7.40144372515025
0.92925,-7.24291486979002
0.9315,-7.09021921945496
0.93375,-6.94307637533448
0.936,-6.8012223521494
0.93825,-6.66440849535196
0.9405,-6.53240046591357
0.94275,-6.40497729168546
0.945,-6.28193048315651
0.94725,-6.16306321070646
0.9495,-6.04818954003551
0.95175,-5.93713372224807
0.954,-5.82972953501581
0.95625,-5.72581967129229
0.9585,-5.62525517216691
0.96075,-5.5278949006011
0.963,-5.43360505297125
0.96525,-5.34225870553484
0.9675,-5.25373539313272
0.96975,-5.16792071763386
0.972,-5.08470598381613
0.97425,-5.00398786055539
0.9765,-4.92566806536349
0.97875,-4.84965307047329
0.981,-4.77585382881524
0.98325,-4.70418551836596
0.9855,-4.63456730347368
0.98775,-4.56692211188067
0.99,-4.50117642626837
0.99225,-4.43726008924696
0.9945,-4.37510612080006
0.99675,-4.31465054727557
0.999,-4.25583224108788
1.00125,-4.19859277036369
1.0035,-4.1428762578254
1.00575,-4.08862924826257
1.008,-4.03580058399263
1.01025,-3.98434128775973
1.0125,-3.9342044525628
1.01475,-3.88534513794369
1.017,-3.83772027230181
1.01925,-3.79128856083464
1.0215,-3.74601039873361
1.02375,-3.7018477892924
1.026,-3.65876426661
1.02825,-3.6167248225941
1.0305,-3.5756958379918
1.03275,-3.53564501719405
1.035,-3.49654132657836
1.03725,-3.45835493617108
1.0395,-3.42105716442554
1.04175,-3.38462042592655
1.044,-3.34901818184501
1.04625,-3.3142248929779
1.0485,-3.28021597522052
1.05075,-3.24696775732768
1.053,-3.21445744083038
1.05525,-3.18266306198302
1.0575,-3.15156345562446
1.05975,-3.12113822084378
1.062,-3.0913676883487
1.06425,-3.0622328894407
1.0665,-3.0337155265076
1.06875,-3.00579794494925
1.071,-2.9784631064577
1.07325,-2.95169456357804
1.0755,-2.92547643548008
1.07775,-2.89979338487619
1.08,-2.87463059602367
1.08225,-2.84997375375415
1.0845,-2.8258090234759
1.08675,-2.80212303209804
1.089,-2.77890284982851
1.09125,-2.75613597280088
1.0935,-2.73381030648715
1.09575,-2.71191414985649
1.098,-2.69043618024205
1.10025,-2.66936543888019
1.1025,-2.64869131708828
1.10475,-2.62840354304938
1.107,-2.60849216917359
1.10925,-2.58894756000796
1.1115,-2.56976038066767
1.11375,-2.55092158576362
1.116,-2.53242240880193
1.11825,-2.51425435203304
1.1205,-2.49640917672868
1.12275,-2.47887889386637
1.125,-2.46165575520238
1.12725,-2.44473224471453
1.1295,-2.4281010703979
1.13175,-2.41175515639675
1.134,-2.39568763545728
1.13625,-2.37989184168634
1.1385,-2.36436130360213
1.14075,-2.34908973746368
1.143,-2.33407104086629
1.14525,-2.31929928659116
1.1475,-2.30476871669767
1.14975,-2.29047373684752
1.152,-2.2764089108505
1.15425,-2.26256895542204
1.1565,-2.24894873514328
1.15875,-2.23554325761475
1.161,-2.22234766879539
1.16325,-2.20935724851864
1.1655,-2.19656740617824
1.16775,-2.18397367657629
1.17,-2.17157171592676
1.17225,-2.15935729800773
1.1745,-2.14732631045623
1.17675,-2.13547475119956
1.179,-2.12379872501748
1.18125,-2.11229444022967
1.1835,-2.10095820550353
1.18575,-2.08978642677705
1.188,-2.07877560429224
1.19025,-2.06792232973454
1.1925,-2.05722328347386
1.19475,-2.04667523190321
1.197,-2.03627502487085
1.19925,-2.02601959320247
1.2015,-2.01590594630942
1.20375,-2.00593116987998
1.206,-1.99609242365003
1.20825,-1.98638693925023
1.2105,-1.97681201812661
1.21275,-1.96736502953166
1.215,-1.95804340858329
1.21725,-1.94884465438898
1.2195,-1.93976632823249
1.22175,-1.93080605182098
1.224,-1.92196150558999
1.22625,-1.91323042706423
1.2285,-1.90461060927191
1.23075,-1.89609989921087
1.233,-1.88769619636419
1.23525,-1.87939745126373
1.2375,-1.87120166409972
1.23975,-1.86310688337461
1.242,-1.85511120459967
1.24425,-1.84721276903268
1.2465,-1.83940976245526
1.24875,-1.8317004139884
1.251,-1.82408299494471
1.25325,-1.81655581771618
1.2555,-1.80911723469613
1.25775,-1.8017656372341
1.26,-1.79449945462252
1.26225,-1.78731715311405
1.2645,-1.78021723496847
1.26675,-1.77319823752818
1.269,-1.76625873232108
1.27125,-1.75939732419018
1.2735,-1.75261265044874
1.27575,-1.74590338006026
1.278,-1.7392682128423
1.28025,-1.73270587869346
1.2825,-1.72621513684258
1.28475,-1.71979477511958
1.287,-1.71344360924706
1.28925,-1.70716048215197
1.2915,-1.70094426329685
1.29375,-1.69479384802975
1.296,-1.68870815695235
1.29825,-1.6826861353057
1.3005,-1.67672675237286
1.30275,-1.67082900089809
1.305,-1.66499189652184
1.30725,-1.65921447723119
1.3095,-1.65349580282517
1.31175,-1.64783495439448
1.314,-1.6422310338152
1.31625,-1.63668316325592
1.3185,-1.63119048469813
1.32075,-1.62575215946909
1.323,-1.62036736778708
1.32525,-1.61503530831859
1.3275,-1.60975519774691
1.32975,-1.60452627035204
1.332,-1.59934777760132
1.33425,-1.59421898775059
1.3365,-1.5891391854556
1.33875,-1.58410767139326
1.341,-1.5791237618924
1.34325,-1.57418678857396
1.3455,-1.56929609800014
1.34775,-1.56445105133227
1.35,-1.55965102399728
