"Freq [GHz]","dB(St11) []"
0.45,-0.124208908840913
0.45225,-0.126898731346627
0.4545,-0.129650718557357
0.45675,-0.132466514586973
0.459,-0.135347813271739
0.46125,-0.138296359864012
0.4635,-0.141313952790082
0.46575,-0.14440244547473
0.468,-0.147563748235331
0.47025,-0.150799830248389
0.4725,-0.154112721591472
0.47475,-0.157504515363773
0.477,-0.160977369888538
0.47925,-0.164533511000823
0.4815,-0.168175234424195
0.48375,-0.171904908240097
0.486,-0.175724975453845
0.48825,-0.179637956661341
0.4905,-0.183646452820785
0.49275,-0.187753148133927
0.495,-0.191960813041459
0.49725,-0.196272307337532
0.4995,-0.200690583408479
0.50175,-0.205218689601115
0.504,-0.209859773726221
0.50625,-0.214617086703066
0.5085,-0.21949398635108
0.51075,-0.224493941335133
0.513,-0.229620535271049
0.51525,-0.23487747099842
0.5175,-0.24026857502802
0.51975,-0.245797802171507
0.522,-0.251469240361369
0.52425,-0.257287115669589
0.5265,-0.26325579753371
0.52875,-0.26937980419951
0.531,-0.275663808389885
0.53325,-0.282112643209941
0.5355,-0.288731308298791
0.53775,-0.295524976239053
0.54,-0.302498999235463
0.54225,-0.309658916074674
0.5445,-0.317010459378676
0.54675,-0.32455956316508
0.549,-0.332312370727831
0.55125,-0.340275242852812
0.5535,-0.348454766383215
0.55575,-0.356857763150395
0.558,-0.365491299286545
0.56025,-0.374362694936274
0.5625,-0.383479534384969
0.56475,-0.3928496766226
0.567,-0.402481266362398
0.56925,-0.412382745534838
0.5715,-0.422562865278089
0.57375,-0.433030698447127
0.576,-0.443795652664679
0.57825,-0.454867483938063
0.5805,-0.466256310867179
0.58275,-0.477972629469811
0.585,-0.490027328651715
0.58725,-0.502431706349865
0.5895,-0.515197486378688
0.59175,-0.52833683601013
0.594,-0.541862384319782
0.59625,-0.555787241332571
0.5985,-0.570125018002802
0.60075,-0.58488984706485
0.603,-0.600096404792045
0.60525,-0.615759933702899
0.6075,-0.631896266255197
0.60975,-0.648521849570061
0.612,-0.665653771229606
0.61425,-0.683309786193393
0.6165,-0.70150834488052
0.61875,-0.720268622465738
0.621,-0.73961054943977
0.62325,-0.759554843485522
0.6255,-0.780123042723681
0.62775,-0.80133754038288
0.63,-0.823221620951214
0.63225,-0.845799497867798
0.6345,-0.869096352814574
0.63675,-0.893138376670487
0.639,-0.917952812191689
0.64125,-0.943567998483295
0.6435,-0.970013417329866
0.64575,-0.99731974145347
0.648,-1.0255188847699
0.65025,-1.05464405471545
0.6525,-1.084729806718
0.65475,-1.11581210088846
0.657,-1.14792836100973
0.65925,-1.18111753590256
0.6615,-1.21542016324942
0.66375,-1.25087843595934
0.666,-1.28753627115876
0.66825,-1.32543938189583
0.6705,-1.36463535164762
0.67275,-1.40517371172297
0.675,-1.44710602165611
0.67725,-1.49048595269034
0.6795,-1.53536937445458
0.68175,-1.58181444494058
0.684,-1.62988170389421
0.68625,-1.67963416974045
0.6885,-1.73113744017004
0.69075,-1.78445979652416
0.693,-1.83967231212526
0.69525,-1.8968489647144
0.6975,-1.95606675317089
0.69975,-2.01740581870831
0.702,-2.08094957076158
0.70425,-2.14678481780501
0.7065,-2.21500190336997
0.70875,-2.28569484756459
0.711,-2.35896149443706
0.71325,-2.43490366556903
0.7155,-2.51362732033782
0.71775,-2.59524272334503
0.72,-2.67986461957729
0.72225,-2.76761241794088
0.7245,-2.8586103838985
0.72675,-2.95298784203276
0.729,-3.05087938946808
0.73125,-3.15242512120093
0.7335,-3.25777086851727
0.73575,-3.36706845181567
0.738,-3.48047594930315
0.74025,-3.59815798318712
0.7425,-3.72028602514697
0.74475,-3.84703872302882
0.747,-3.97860225085957
0.74925,-4.11517068441262
0.7515,-4.25694640466351
0.75375,-4.40414053153191
0.756,-4.55697339029155
0.75825,-4.71567501290801
0.7605,-4.88048567629103
0.76275,-5.05165647896054
0.765,-5.22944995684165
0.76725,-5.41414073771157
0.7695,-5.60601623206811
0.77175,-5.80537735567303
0.774,-6.01253927546343
0.77625,-6.22783216554817
0.7785,-6.45160195309854
0.78075,-6.68421102440892
0.783,-6.92603884828732
0.78525,-7.17748245593478
0.7875,-7.43895669179345
0.78975,-7.71089411602606
0.792,-7.99374439294728
0.79425,-8.28797293620623
0.7965,-8.59405849441829
0.79875,-8.91248924150077
0.801,-9.24375677224004
0.80325,-9.5883471794866
0.8055,-9.94672808341432
0.80775,-10.3193300676874
0.81,-10.7065204175431
0.81225,-11.1085663106809
0.8145,-11.5255836437458
0.81675,-11.9574664609401
0.819,-12.4037905122867
0.82125,-12.8636829517628
0.8235,-13.3356489849235
0.82575,-13.8173462659257
0.828,-14.3053007323352
0.83025,-14.794566332678
0.8325,-15.2783502635564
0.83475,-15.74766025205
0.837,-16.1910840081769
0.83925,-16.5948756159462
0.8415,-16.9435684199215
0.84375,-17.221296825047
0.846,-17.4138195342455
0.84825,-17.5108909085413
0.8505,-17.5082808469618
0.85275,-17.4086785316049
0.855,-17.2210969960255
0.85725,-16.9590336466665
0.8595,-16.638107102533
0.86175,-16.2739169804578
0.864,-15.8805624060233
0.86625,-15.4698898409917
0.8685,-15.0513136485545
0.87075,-14.6319882826562
0.873,-14.2171444733078
0.87525,-13.8104658219784
0.8775,-13.4144393853783
0.87975,-13.0306526775751
0.882,-12.6600316003794
0.88425,-12.3030243664032
0.8865,-11.9597403202595
0.88875,-11.6300529923066
0.891,-11.3136756775586
0.89325,-11.0102163377126
0.8955,-10.7192171506851
0.89775,-10.4401827637165
0.9,-10.1726002863395
0.90225,-9.91595327094903
0.9045,-9.66973133323851
0.90675,-9.43343662171258
0.909,-9.20658801884954
0.91125,-8.98872371702943
0.9135,-8.77940263734649
0.91575,-8.57820503173666
0.918,-8.38473251573145
0.92025,-8.19860771122969
0.9225,-8.0194736291166
0.92475,-7.84699288537202
0.927,-7.6808468178743
0.92925,-7.5207345517921
0.9315,-7.36637204734806
0.93375,-7.21749115344054
0.936,-7.07383868310888
0.93825,-6.93517552137664
0.9405,-6.80127577206527
0.94275,-6.67192594733609
0.945,-6.5469242016987
0.94725,-6.42607961080204
0.9495,-6.3092114943427
0.95175,-6.19614878176194
0.954,-6.0867294189764
0.95625,-5.98079981412795
0.9585,-5.87821432020253
0.96075,-5.7788347523172
0.963,-5.68252993748562
0.96525,-5.58917529472422
0.9675,-5.49865244344121
0.96975,-5.4108488381472
0.972,-5.32565742763332
0.97425,-5.24297633687392
0.9765,-5.16270857002288
0.97875,-5.08476173298325
0.981,-5.00904777413615
0.98325,-4.93548274191735
0.9855,-4.86398655802595
0.98775,-4.79448280514086
0.99,-4.72689852810548
0.99225,-4.66116404762012
0.9945,-4.59721278555494
0.99675,-4.53498110106452
0.999,-4.47440813674754
1.00125,-4.41543567415322
1.0035,-4.35800799798958
1.00575,-4.30207176843733
1.008,-4.24757590101896
1.01025,-4.19447145351366
1.0125,-4.14271151944726
1.01475,-4.09225112772124
1.017,-4.04304714797752
1.01925,-3.99505820132495
1.0215,-3.94824457608132
1.02375,-3.90256814820928
1.026,-3.8579923061482
1.02825,-3.81448187976491
1.0305,-3.77200307316611
1.03275,-3.73052340113328
1.035,-3.69001162895752
1.03725,-3.65043771546736
1.0395,-3.61177275905645
1.04175,-3.57398894653144
1.044,-3.53705950461253
1.04625,-3.50095865393001
1.0485,-3.46566156537101
1.05075,-3.4311443186399
1.053,-3.3973838629049
1.05525,-3.36435797941158
1.0575,-3.33204524595183
1.05975,-3.30042500308364
1.062,-3.26947732200399
1.06425,-3.23918297398306
1.0665,-3.20952340127388
1.06875,-3.18048068941655
1.071,-3.1520375408615
1.07325,-3.12417724984054
1.0755,-3.09688367841899
1.07775,-3.07014123366598
1.08,-3.04393484588391
1.08225,-3.01824994784154
1.0845,-2.99307245495829
1.08675,-2.9683887463906
1.089,-2.9441856469739
1.09125,-2.92045040997643
1.0935,-2.89717070062373
1.09575,-2.87433458035486
1.098,-2.85193049177362
1.10025,-2.82994724426025
1.1025,-2.80837400021068
1.10475,-2.78720026187261
1.107,-2.7664158587491
1.10925,-2.74601093554206
1.1115,-2.72597594060957
1.11375,-2.70630161491222
1.116,-2.6869789814252
1.11825,-2.66799933499386
1.1205,-2.64935423261194
1.12275,-2.63103548410238
1.125,-2.61303514318209
1.12725,-2.59534549889272
1.1295,-2.57795906738048
1.13175,-2.56086858400908
1.134,-2.54406699579039
1.13625,-2.52754745411849
1.1385,-2.51130330779333
1.14075,-2.49532809632093
1.143,-2.47961554347778
1.14525,-2.46415955112769
1.1475,-2.4489541932798
1.14975,-2.43399371037722
1.152,-2.41927250380615
1.15425,-2.40478513061577
1.1565,-2.39052629843992
1.15875,-2.37649086061166
1.161,-2.36267381146257
1.16325,-2.34907028179874
1.1655,-2.33567553454607
1.16775,-2.32248496055761
1.17,-2.3094940745761
1.17225,-2.29669851134527
1.1745,-2.28409402186362
1.17675,-2.27167646977477
1.179,-2.25944182788878
1.18125,-2.2473861748289
1.1835,-2.23550569179886
1.18575,-2.22379665946548
1.188,-2.21225545495218
1.19025,-2.20087854893874
1.1925,-2.18966250286308
1.19475,-2.17860396622101
1.197,-2.16769967396001
1.19925,-2.15694644396328
1.2015,-2.14634117462057
1.20375,-2.13588084248229
1.206,-2.12556249999366
1.20825,-2.11538327330588
1.2105,-2.10534036016116
1.21275,-2.09543102784885
1.215,-2.08565261122995
1.21725,-2.07600251082738
1.2195,-2.06647819097942
1.22175,-2.05707717805396
1.224,-2.04779705872137
1.22625,-2.03863547828363
1.2285,-2.02959013905764
1.23075,-2.02065879881079
1.233,-2.01183926924673
1.23525,-2.00312941453955
1.2375,-1.99452714991455
1.23975,-1.98603044027393
1.242,-1.97763729886573
1.24425,-1.96934578599442
1.2465,-1.96115400777173
1.24875,-1.95306011490616
1.251,-1.94506230152983
1.25325,-1.93715880406135
1.2555,-1.92934790010343
1.25775,-1.92162790737391
1.26,-1.91399718266919
1.26225,-1.90645412085877
1.2645,-1.8989971539099
1.26675,-1.89162474994131
1.269,-1.88433541230485
1.27125,-1.87712767869437
1.2735,-1.8700001202806
1.27575,-1.86295134087129
1.278,-1.8559799760958
1.28025,-1.84908469261323
1.2825,-1.8422641873432
1.28475,-1.83551718671882
1.287,-1.82884244596074
1.28925,-1.8222387483719
1.2915,-1.81570490465203
1.29375,-1.80923975223148
1.296,-1.80284215462359
1.29825,-1.79651100079499
1.3005,-1.79024520455341
1.30275,-1.78404370395224
1.305,-1.77790546071143
1.30725,-1.7718294596541
1.3095,-1.76581470815851
1.31175,-1.75986023562475
1.314,-1.75396509295576
1.31625,-1.74812835205223
1.3185,-1.74234910532092
1.32075,-1.73662646519603
1.323,-1.73095956367315
1.32525,-1.72534755185547
1.3275,-1.71978959951178
1.32975,-1.71428489464607
1.332,-1.70883264307818
1.33425,-1.70343206803528
1.3365,-1.69808240975388
1.33875,-1.69278292509196
1.341,-1.68753288715099
1.34325,-1.68233158490754
1.3455,-1.67717832285419
1.34775,-1.67207242064942
1.35,-1.66701321277636
